Drug,Pearson_Correlation,Label,AvgIpc,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imide,fr_methoxy,fr_morpholine,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_thiazole,fr_unbrch_alkane,qed
DIOXYBENZONE (BRD:BRD-K22193694-001-13-6),-0.1262294102877362,0,2.380810654,2.163783691,-2.068503854,2.27599391,-2.017272168,6.117827349,0.102911062,16.46580296,10.01350509,2.4379753,590.0979049,13.12095586,9.752375656,9.752375656,8.630228955,5.329094317,5.329094317,3.729352722,3.729352722,2.598200739,2.598200739,1.641168057,1.641168057,5.783244946,15.00759197,0.0,22.62592665,5.749511833,0.0,31.37526582,18.19910121,0.0,0.0,4.736862954,1.0,1.666666667,2.277777778,0.071428571,-2.49,18,232.15,13139.694,11.97988023,4.791515002,2.129478022,104.0819164,12.12677579,0.507184869,12.12677579,0.199962874,0.113224023,0.199962874,-0.436802721,-0.507184869,2.3374,66.1981,244.246,2,4,0,0,0,0,2,0,2,0,0,4,2,4,0,3,0,0,0,92,14.94991774,17.2485355,5.783244946,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,12.13273414,24.26546827,6.066367068,18.23670052,3.188987547,2,19.74445493,5.783244946,0.0,0.0,0.0,0.0,7.109797541,53.59147246,17.2485355,10.05555556,4.736862954,0.0,17.2485355,0.0,23.10609728,0.0,0.0,15.92144017,42.46456948,0.0,0.0,66.76,4.938501827,0.0,12.12677579,19.3693624,0.273395219,-0.268603894,10.58904885,0.0,0.0,1.471519799,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0.813092362
GLYCOPYRROLATE (BRD:BRD-A81233518-004-16-1),-0.1258338373258018,0,3.170320659,2.489539314,-2.328800325,2.415264584,-2.455016946,5.814375267,-0.878671122,16.56015039,9.798474428,1.819763623,550.9929697,16.50178923,14.20212312,14.20212312,10.91646878,8.726791971,8.726791971,7.771691909,7.771691909,5.499077048,5.499077048,4.120771013,4.120771013,11.5703561,9.901064579,0.0,12.02187243,5.563451492,49.67665178,0.0,0.0,30.33183534,14.09534397,4.736862954,1.173913043,1.826086957,2.391304348,0.631578947,-1.39,23,290.213,221909.7648,16.46716269,6.250132608,3.285583676,138.2030945,12.94028912,0.453719443,12.94028912,0.343127216,0.040460128,0.343127216,-1.502487245,-0.453719443,2.4563,88.6362,318.437,1,4,1,1,2,0,1,0,1,2,0,3,1,4,1,4,1,1,2,126,14.32642121,6.544756406,11.7050172,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,43.17347859,18.40509474,12.33872767,20.64010037,4.474867413,3,19.12095839,5.969305288,0.0,0.0,5.917906046,43.80912531,27.18485678,35.89528683,0.0,26.82608696,0.0,0.0,0.0,0.0,48.84768671,15.13245095,5.917906046,37.66755961,30.33183534,0.0,0.0,46.53,6.64057335,0.0,12.94028912,11.36168273,-0.832443783,-0.496478647,9.332871788,4.683648747,1.825810658,4.294046044,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685077809
POTASSIUM-P-AMINOBENZOATE (BRD:BRD-K58497451-237-10-7),-0.1252044064378608,0,1.884505361,1.981980634,-1.92516334,2.037543613,-1.950828408,5.873796386,0.069670543,16.36553352,10.19170156,3.003400685,240.2879489,7.560477932,5.242213232,5.242213232,4.698377303,2.787773283,2.787773283,1.927161032,1.927161032,1.157634178,1.157634178,0.62569656,0.62569656,5.969305288,4.794537184,0.0,5.563451492,5.687386275,0.0,12.13273414,12.13273414,0.0,0.0,10.84019487,1.3,1.8,2.2,0.0,-1.51,10,130.082,180.9125147,6.60778563,2.389632707,1.253904639,58.09199178,10.27140967,0.477639236,10.27140967,0.335180834,0.258518519,0.335180834,-0.930555556,-0.477639236,0.967,37.8137,137.138,3,3,0,0,0,0,1,0,1,0,0,2,2,3,0,1,0,0,0,52,10.84019487,0.0,0.0,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,0.0,24.26546827,5.687386275,5.563451492,1.579018067,1,9.901064579,11.65669156,0.0,0.0,0.0,0.0,5.733667477,29.82891977,0.0,9.2,5.733667477,5.687386275,0.0,0.0,11.07583268,0.0,0.0,10.35798868,24.26546827,0.0,0.0,63.32,0.0,0.0,10.27140967,8.434890401,6.166477702,-0.930555556,6.057777778,0.0,0.0,0.0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566589187
FORODESINE (BRD:BRD-K16505263-003-02-9),-0.1247641460728219,0,2.943194274,2.418430912,-2.143116871,2.300029612,-2.354294824,5.778869889,0.019551999,16.33743497,10.02696561,2.060049362,651.4277584,13.56854962,9.868311069,9.868311069,9.130228955,5.908854476,5.908854476,4.616295756,4.616295756,3.544316155,3.544316155,2.525505643,2.525505643,29.85088133,15.00759197,0.0,6.606881965,16.59685293,0.0,6.327320075,6.196843572,0.0,20.26872417,5.106527395,1.210526316,2.0,2.684210526,0.454545455,-1.74,19,252.145,35227.09227,12.30181831,4.422633639,1.766796629,106.674489,11.53863268,0.394648756,11.53863268,0.296455023,0.282581885,0.296455023,-1.06220616,-0.394648756,-2.0218,65.4785,266.257,6,8,0,1,1,0,0,2,2,4,0,6,6,8,3,2,0,1,1,102,30.60432783,11.62066711,0.0,0.0,5.559266895,0.0,4.794537184,0.0,4.983978521,0.0,0.0,0.0,11.76029506,36.6385508,2.863496603,3,15.31958218,11.03340144,0.0,20.26872417,0.0,24.29161443,6.606881965,28.44141922,0.0,31.10526316,10.8760555,0.0,0.0,0.0,55.12817332,0.0,0.0,11.60529232,17.31870083,0.0,11.03340144,134.26,0.0,0.0,20.78418918,31.86017736,1.069001349,0.0,-1.169019274,0.738233261,-0.282581885,0.0,3,3,0,3,2,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371333806
METHYLTHIOURACIL (BRD:BRD-K11900042-001-14-4),-0.1238073486836638,0,1.588091448,1.832830649,-1.871463467,1.805692959,-2.053509425,7.709712163,1.038448423,32.0919982,10.459682,3.515622477,282.9743005,6.853371151,4.89384685,5.710343431,4.18154055,2.48559856,2.89384685,1.770725185,2.178973475,0.895031376,1.099155521,0.591034543,0.852614413,0.0,4.794537184,0.0,5.559266895,4.771065771,5.693927995,6.066367068,6.9237372,0.0,22.18583048,0.0,1.555555556,2.222222222,2.666666667,0.2,-0.9,9,136.135,85.75693819,6.22345679,2.144233423,1.498831264,56.75594354,10.56888889,0.336159348,10.56888889,0.251350468,0.15625,0.251350468,-0.15625,-0.336159348,0.74091,36.9844,142.183,2,3,0,0,0,0,0,1,1,0,0,2,2,4,1,0,0,0,0,48,4.983978521,0.0,4.771065771,0.0,5.559266895,0.0,9.778515705,0.0,0.0,0.0,0.0,19.14161064,11.76029506,0.0,1.482727117,1,0.0,12.21787344,0.0,9.967957042,0.0,6.9237372,0.0,26.88516491,0.0,9.444444444,5.559266895,0.0,0.0,12.21787344,9.967957042,0.0,11.69480297,5.693927995,10.86090425,0.0,0.0,48.65,0.375,4.675925926,15.7537963,0.0,0.625,0.0,1.454166667,0.0,1.782777778,0.0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524768916
HC-070 (BRD:BRD-K00004601-001-01-9),-0.122762643436223,0,3.116801439,2.216331979,-2.112922784,2.267856237,-2.394859415,6.304581758,0.277329588,35.49678504,10.19659032,1.932141115,1390.311095,22.82769817,17.16397107,18.67582897,15.38424915,9.87550013,10.63142908,7.214180851,8.087052412,4.996438215,5.483511633,3.410472524,3.716737598,11.24901029,14.69560176,0.0,43.29155918,15.79477846,10.13055114,4.567099648,48.01297404,12.13273414,4.983978521,27.93874273,1.03125,1.78125,2.46875,0.227272727,-3.07,32,455.172,18449980.92,22.13565962,9.196922654,4.294875522,192.3873411,13.30179527,0.425392061,13.30179527,0.33197205,0.091820695,0.33197205,-0.512593996,-0.425392061,3.4265,123.0168,475.332,1,8,0,0,0,0,2,2,4,0,0,8,1,10,2,7,0,0,0,166,9.843390349,5.749511833,11.16387794,0.0,5.559266895,11.70020824,18.49583613,4.794537184,4.983978521,0.0,41.40098099,42.31610846,30.24457698,6.544756406,6.361873419,4,9.843390349,34.36575772,0.0,18.68527746,7.047671983,19.51033443,6.606881965,84.97773933,11.75997667,11.25,15.98587325,0.0,11.75997667,23.20187978,30.39868682,20.13718479,0.0,11.98427311,58.12001092,10.04526663,11.16387794,91.28,10.0035373,12.08231675,30.51841526,10.24976726,0.267054959,0.440526167,14.12632165,0.275641266,0.214645545,1.543996069,1,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.442497635
OCO-1112 (BRD:BRD-K22097830-001-01-9),-0.1227042525709934,0,2.58639339,2.062467048,-2.091115067,2.144923387,-2.27595197,5.937243452,0.069617754,16.47761569,10.01614265,1.767474337,690.3116565,17.52673326,13.78232445,13.78232445,11.46923425,7.814317842,7.814317842,5.710601519,5.710601519,3.597153761,3.597153761,2.148638727,2.148638727,5.969305288,9.589074368,0.0,11.47063122,30.38250774,0.0,17.69618563,12.13273414,24.26546827,19.164263,9.843390349,1.0,1.583333333,2.125,0.263157895,-2.82,24,306.212,225574.8859,17.53255443,8.150418268,4.842830128,140.8237775,12.0248478,0.491761676,12.0248478,0.335182862,0.143396988,0.335182862,-0.974723428,-0.491761676,3.317,91.7605,327.38,2,5,0,0,0,1,2,0,2,0,0,3,2,5,0,7,0,0,0,126,15.16017895,12.3563938,0.0,0.0,5.907179729,5.969305288,4.794537184,4.794537184,0.0,0.0,25.98020854,47.87955995,5.563451492,12.1082079,5.954068831,2,19.43246472,11.87648502,0.0,5.316788604,0.0,19.76538045,13.15163837,65.22129102,5.749511833,10.45833333,10.05365156,0.0,5.749511833,0.0,30.13465078,0.0,0.0,46.04480929,48.53093655,0.0,0.0,75.63,5.469929495,0.0,22.77704766,11.60769493,2.018888439,-0.119451963,13.69181436,0.0,4.887410413,0.0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765036621
NAFCILLIN (BRD:BRD-K18574842-236-17-7),-0.1225989191024717,0,2.936963798,2.637706728,-2.431759701,2.504394328,-2.701990797,8.0131563,-0.159394406,32.16690658,9.952719699,1.639621137,1021.298581,20.92192077,16.33892785,17.15542443,13.75805604,9.441784021,10.32143683,7.642125786,9.413010925,5.37922306,6.950753655,4.120348986,5.745745576,34.08106194,19.49013895,0.0,5.907179729,17.91984529,10.77244843,16.66179468,19.91384147,37.25557254,5.316788604,4.736862954,1.24137931,1.965517241,2.655172414,0.380952381,-2.74,29,392.307,2994610.523,19.5709889,6.947102112,3.020918724,171.9409198,13.18094829,0.493021814,13.18094829,0.327399385,0.368498546,0.327399385,-1.031655571,-0.493021814,2.4838,110.099,414.483,2,7,0,2,2,2,2,0,2,3,0,5,2,8,2,5,0,2,2,152,20.06008868,23.2070663,0.0,5.907179729,5.907179729,5.969305288,9.589074368,4.794537184,0.0,11.76188495,30.33183534,37.6100271,4.747022453,12.17033346,4.688333046,4,24.2270019,40.31799812,0.0,10.21669833,0.0,42.97578852,6.606881965,41.9616539,5.749511833,24.72413793,10.05365156,0.0,5.749511833,11.76188495,56.60156076,9.589074368,0.0,31.12920027,36.39820241,0.0,10.77244843,95.94,5.018110932,1.399432608,38.89159199,13.59228695,0.382631225,-1.348693881,9.460593524,0.0,5.854046646,0.0,0,0,0,0,0,0,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730104801
TIRASEMTIV (BRD:BRD-K51087630-001-01-6),-0.1222559972141569,0,2.670202677,2.155042057,-2.127028287,2.170196409,-2.214038426,5.657031064,0.468692997,16.14759865,10.15435957,2.72827932,627.9735392,12.41384908,9.896153447,9.896153447,8.20623856,5.646616326,5.646616326,3.842268803,3.842268803,2.881940985,2.881940985,1.95530051,1.95530051,0.0,4.794537184,0.0,11.73158423,16.98828244,12.84164325,6.196843572,4.567099648,13.8474744,20.87236988,6.423349896,1.529411765,2.235294118,2.823529412,0.416666667,-2.09,17,216.159,9676.814501,11.39702613,4.417020716,1.821775631,98.90648579,11.87324877,0.328641665,11.87324877,0.328641665,0.123680083,0.288720665,-0.177896825,-0.288720665,1.462,65.7027,230.271,1,5,0,0,0,0,0,2,2,0,0,4,1,5,2,3,0,0,0,88,0.0,5.693927995,11.29435444,0.0,0.0,5.689743398,9.551078169,14.76249423,0.0,6.423349896,13.8474744,18.76207756,6.041840829,6.196843572,2.961229443,2,0.0,11.29435444,0.0,19.51903521,0.0,32.73095847,0.0,22.37505215,12.34378421,10.94117647,5.689743398,0.0,0.0,0.0,19.51903521,0.0,12.34378421,38.42488647,10.99138076,0.0,11.29435444,63.57,1.642037037,0.0,22.93340656,0.0,1.290858844,2.427660147,0.123680083,8.503187043,4.079170288,0.0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811817851
POTASSIUM-CANRENOATE (BRD:BRD-K46556543-237-10-5),-0.1218950257053313,0,2.856736938,2.62475303,-2.569482077,2.663324689,-2.534942342,5.91859754,-0.143754355,16.36577759,9.477171401,1.655215948,706.9308085,18.74227621,15.83187964,15.83187964,12.19494276,10.06998782,10.06998782,9.553052615,9.553052615,8.589814046,8.589814046,6.833270721,6.833270721,11.5703561,14.69560176,0.0,23.03404751,37.01618301,25.68328649,5.57310453,0.0,6.076020107,25.99951461,5.106527395,1.192307692,1.923076923,2.653846154,0.727272727,-1.42,26,328.238,738960.714,17.96722293,5.78686078,2.3721341,154.9120165,11.87460141,0.481229052,11.87460141,0.302951516,0.037160018,0.302951516,-0.86664819,-0.481229052,3.8902,98.4356,358.478,2,4,4,0,4,0,0,0,0,6,0,3,2,4,0,3,2,0,2,142,10.21305479,0.0,5.783244946,0.0,0.0,5.969305288,9.589074368,0.0,0.0,0.0,25.99951461,78.75775345,12.84164325,5.601050811,3.998992988,4,19.80212916,11.75255023,0.0,0.0,28.58369908,70.81509819,0.0,23.80116485,0.0,46.96153846,0.0,0.0,0.0,0.0,27.56665583,9.589074368,28.58369908,65.21404738,23.80116485,0.0,0.0,74.6,0.0,0.0,22.93535687,20.45707012,0.179321082,0.748169293,0.0,11.92081731,4.509265327,0.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802495934
TROPESIN (BRD:BRD-A34603619-001-01-9),-0.1210838764495629,0,3.144234102,2.247809673,-2.132179378,2.309381929,-2.208517242,6.302471314,-0.147104299,35.4956922,10.00306954,1.646109501,1426.209618,25.819262,19.73340018,20.48932912,17.29493275,11.2137436,11.59170807,8.255795417,8.692231198,6.068290308,6.320266623,4.162864401,4.288852559,17.85651662,19.49013895,0.0,18.93488332,44.05935255,0.0,7.109797541,84.28724167,0.0,0.0,21.0746658,1.0,1.694444444,2.333333333,0.178571429,-4.1,36,481.762,123679681.0,25.00672326,10.66265338,5.11107816,212.3750816,13.40005877,0.49674296,13.40005877,0.313981853,0.141341753,0.313981853,-1.083258491,-0.49674296,5.25432,135.8893,505.954,1,7,0,0,0,0,3,1,4,1,0,6,1,8,1,8,0,0,0,184,14.5802533,18.27429984,0.0,0.0,5.907179729,11.93861058,18.9507112,0.0,0.0,0.0,41.93277523,60.51520966,21.66623701,19.04731988,7.40661173,4,28.96386485,40.34965513,0.0,4.567099648,0.0,19.26246487,13.71667951,100.2033206,5.749511833,11.75,4.736862954,0.0,5.749511833,11.60093989,41.23609685,20.74675894,6.9237372,33.0967257,72.79640482,5.022633314,10.90292493,94.83,12.2919782,5.973886227,38.00261643,10.79584587,2.777714102,-2.358761729,20.44648877,-0.141341753,1.45419151,1.535160143,0,0,0,1,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.328384146
URIDINE (BRD:BRD-K13050303-001-18-1),-0.1209628761951358,0,2.565406714,2.431138337,-2.159834955,2.270753379,-2.371317657,4.923590988,-0.054988714,16.56302615,10.12843047,2.351519398,508.6978096,12.57698579,8.68480765,8.68480765,8.040912558,4.982539692,4.982539692,3.746268119,3.746268119,2.64246717,2.64246717,1.737521597,1.737521597,42.39569259,19.80212916,0.0,0.0,0.0,16.83031029,0.0,0.0,4.983978521,0.0,9.843390349,1.352941176,2.058823529,2.588235294,0.555555556,-1.48,17,232.107,7816.794256,11.98960468,4.414475063,2.025663274,94.71884067,11.44642621,0.393566854,11.44642621,0.330035386,0.479334766,0.330035386,-1.351155518,-0.393566854,-2.8519,54.3321,244.203,4,8,0,1,1,0,0,1,1,4,0,7,4,8,2,2,0,1,1,94,20.05644514,18.31189916,6.227901171,0.0,5.559266895,5.689743398,14.34561535,4.794537184,0.0,0.0,0.0,0.0,12.26321064,6.606881965,3.113400639,2,20.05644514,0.0,0.0,9.551078169,0.0,24.53980033,6.606881965,33.1012953,0.0,32.88235294,11.24901029,0.0,0.0,0.0,49.78944148,4.736862954,0.0,6.227901171,21.85228501,0.0,0.0,124.78,6.082136243,0.0,24.30908171,28.0716953,-1.328395193,0.0,1.093386243,-3.581902872,-0.479334766,0.0,3,3,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443510591
SB-657510 (BRD:BRD-K95292280-001-01-3),-0.1208474423575642,0,3.080625415,2.238332435,-2.168514134,2.36751716,-2.212846371,9.103080094,0.208196673,79.91873129,10.25545726,1.861111309,1002.334284,21.1814338,16.23805424,19.39647631,13.72871383,8.823017492,11.47714348,6.679091375,9.591452527,4.552746014,7.204757732,3.079089365,5.327919914,10.02329115,8.417796984,0.0,10.99944986,32.4312746,19.51033443,20.28596215,24.26546827,7.047671983,25.55194849,25.81152875,1.137931034,1.827586207,2.448275862,0.368421053,-1.68,29,483.642,2807799.067,22.0152962,8.991587848,5.086847093,183.6191822,12.95600517,0.492826268,12.95600517,0.262663716,0.017917533,0.262663716,-3.906508435,-0.492826268,4.0034,116.0365,505.818,1,7,0,1,1,0,2,0,2,1,0,6,1,10,1,7,0,1,1,158,19.11049859,16.7489617,11.49902367,0.0,10.02329115,0.0,4.722094864,8.417796984,0.0,0.0,11.60093989,47.59753871,29.69496646,24.92961467,6.825947234,3,22.62838585,43.24156122,0.0,4.899909731,0.0,17.42027149,39.07887474,39.82718817,17.2485355,17.20689655,18.93268373,5.687386275,17.2485355,27.53088379,53.77845298,10.02329115,0.0,6.420821623,39.70003833,5.022633314,0.0,77.1,45.21057007,9.529058752,2.184896875,0.425739156,0.34484854,1.168644714,7.721658547,0.908168859,1.742865495,1.041326767,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,2,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0.612814327
BMY-7378 (BRD:BRD-K31054881-300-04-7),-0.1208337867334909,0,3.147302511,2.4443751,-2.394793288,2.463769918,-2.520285965,5.98160702,-0.15316027,16.46653329,9.761102306,1.275052603,701.4920922,19.56226716,16.86106811,16.86106811,13.60008541,10.53747833,10.53747833,8.500313006,8.500313006,6.756755178,6.756755178,5.106821421,5.106821421,0.0,9.589074368,0.0,17.22934993,19.38639965,69.84396663,4.899909731,7.109797541,18.19910121,15.86618653,4.736862954,0.928571429,1.571428571,2.214285714,0.636363636,-2.08,28,354.26,3589662.174,19.24573475,8.113866179,3.87847163,166.9690739,12.61065035,0.494586255,12.61065035,0.229280026,0.008896843,0.229280026,-0.008896843,-0.494586255,2.5266,108.502,385.508,0,6,1,2,3,2,1,0,1,0,0,5,0,6,2,5,1,2,3,152,9.636772685,5.749511833,0.0,11.81435946,0.0,0.0,19.38889383,0.0,0.0,0.0,24.97437738,30.38936785,52.11018168,12.79718382,5.57704701,4,14.32593732,17.50174573,0.0,9.799819462,5.414990469,38.52492974,51.27824571,24.26546827,5.749511833,22.89285714,9.636772685,5.687386275,5.749511833,0.0,67.9925149,9.589074368,5.414990469,38.52492974,24.26546827,0.0,0.0,53.09,5.478587665,0.0,31.44250235,0.0,1.123415801,0.998072047,8.111770858,5.556716918,4.99981946,1.705781568,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0.729326877
HOMOQUINOLINIC-ACID (BRD:BRD-K30519779-001-03-1),-0.1207694570096681,0,2.032536916,2.122064522,-1.996610648,2.053450356,-2.089560135,5.881402219,-0.135735417,16.36982388,10.12014075,3.043527355,347.7521927,9.844934983,6.597294956,6.597294956,6.109060905,3.499716156,3.499716156,2.386800408,2.386800408,1.435527072,1.435527072,0.936743231,0.936743231,11.93861058,9.589074368,0.0,17.67820111,0.0,0.0,18.32957771,0.0,0.0,4.983978521,10.21305479,1.384615385,2.076923077,2.615384615,0.125,-1.91,13,174.091,729.6807529,9.180171326,3.661343312,2.261018334,73.65738915,10.54781557,0.480985179,10.54781557,0.354283153,0.203796296,0.354283153,-1.21125,-0.480985179,0.4069,42.5361,181.147,2,5,0,0,0,0,0,1,1,0,0,3,2,5,1,3,0,0,0,68,10.21305479,0.0,5.693927995,0.0,0.0,11.93861058,4.794537184,9.778515705,0.0,0.0,6.066367068,11.62981856,6.196843572,6.420821623,2.585519914,1,19.80212916,11.93861058,0.0,4.983978521,0.0,6.420821623,0.0,29.5869572,0.0,9.538461538,0.0,0.0,0.0,0.0,27.13564389,11.21535881,0.0,16.05191667,18.32957771,0.0,0.0,87.49,0.0,0.0,24.43901455,17.07553855,0.006851852,-2.284861111,2.939768519,0.990354308,0.0,0.0,0,0,0,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.704476117
FN-1501 (BRD:BRD-K00003096-001-01-9),0.195478590274411,1,3.466986221,2.168297849,-2.318738317,2.239103638,-2.433716006,6.06860017,0.101823852,16.15005268,10.14804291,1.238902271,1205.612333,21.91563832,17.79865233,17.79865233,15.65299968,10.55217297,10.55217297,7.976377365,7.976377365,5.68731586,5.68731586,3.804842358,3.804842358,0.0,4.794537184,0.0,5.907179729,22.84635427,43.79739252,11.89077157,12.39368714,18.19910121,64.76310197,0.0,1.09375,1.90625,2.71875,0.272727273,-3.76,32,406.304,40122127.95,20.15992131,8.772009914,4.315224192,184.6026519,12.85822125,0.345985507,12.85822125,0.275342527,0.281308954,0.275342527,-0.281308954,-0.345985507,2.4243,122.9283,431.504,4,10,0,1,1,1,1,3,4,0,0,7,4,10,4,6,0,1,1,164,20.51746546,23.48628807,0.0,0.0,5.907179729,0.0,14.79312872,9.967957042,5.098681808,0.0,12.13273414,30.81022468,44.60801188,17.27045406,5.526344675,5,4.794537184,34.13321649,0.0,34.94911864,0.0,6.544756406,43.86027481,60.31022205,0.0,15.15625,10.63357721,17.19263533,0.0,0.0,74.08299598,6.544756406,0.0,16.05191667,49.05284256,0.0,11.03340144,117.86,0.0,0.0,29.15175958,13.72625254,3.542893649,0.315875654,9.856577393,4.81969684,5.263720495,2.156557179,0,0,0,5,2,0,0,0,1,1,0,0,5,4,0,0,1,0,2,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.370281234
