Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfide,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
ETHAMBUTOL (BRD:BRD-K93231391-300-05-6),-0.1480757575269646,0,2.237967735,3.348466466,100.6896258,10.81155479,9.291768416,9.291768416,6.777916868,5.464119307,5.464119307,3.483740093,3.483740093,2.417397039,2.417397039,1.228559327,1.228559327,0.0,0.0,25.29744559,0.0,25.93115606,0.0,0.0,13.8474744,10.63357721,10.21305479,0.857142857,1.214285714,1.428571429,1.0,-0.16,14,180.122,1217.454448,13.84,9.397151926,6.317459478,86.71192193,8.903974868,8.903974868,0.188200743,0.188200743,-0.2926,58.335,204.314,4,4,0,0,0,0,0,0,0,2,0,4,4,4,0,9,0,0,0,86,20.846632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8474744,12.84164325,25.17319447,13.21376393,9.289755904,0,10.21305479,0.0,0.0,10.63357721,0.0,38.7727993,26.30327674,0.0,0.0,15.42857143,10.63357721,0.0,0.0,0.0,48.60001319,0.0,0.0,26.68911765,0.0,0.0,0.0,64.52,0.0,0.0,0.0,24.2649452,0.0,0.0,0.400005669,1.876401487,6.125314311,0.0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389670876
LAZERTINIB (BRD:BRD-K00003501-001-01-9),-0.1478870753496972,0,3.411631705,1.485091168,1513.667621,28.76900947,23.50152009,23.50152009,19.94422334,13.32154046,13.32154046,9.7772052,9.7772052,6.558745443,6.558745443,4.665353657,4.665353657,0.0,4.794537184,5.907179729,55.19376318,29.05297366,6.076020107,24.05481112,62.75675702,31.99631087,19.55638624,1.146341463,1.926829268,2.634146341,0.266666667,-4.74,41,520.383,2332852799.0,27.81281036,12.62276038,6.53457565,238.9761485,12.27921023,12.27921023,0.309903303,-0.309903303,4.1042,160.1164,554.655,2,11,0,1,1,1,2,2,4,0,0,10,2,11,3,10,0,1,1,212,29.90712258,5.749511833,5.817862778,11.85551901,0.0,0.0,4.794537184,9.665781456,10.08266033,0.0,36.91077103,26.23773114,55.28759348,43.07964829,8.562791232,5,14.26826309,28.91767783,0.0,24.64835152,0.0,6.544756406,63.04190519,79.14303097,22.8247541,13.2195122,20.27034989,23.01049811,5.749511833,0.0,78.06394949,16.07615654,0.0,5.563451492,73.57957948,0.0,17.07524226,109.67,12.99881202,0.0,25.70992101,11.06197873,5.060444718,1.228461698,15.61416156,4.912270057,6.919336577,5.6612803,0,0,0,4,0,0,1,1,0,6,2,0,0,0,0,0,1,4,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.280049207
PD-168393 (BRD:BRD-K17702546-001-03-2),-0.1478512261356288,0,2.551391569,2.000782706,894.6506921,16.23384004,12.08389916,13.6698957,11.15219834,6.863042259,7.656040528,4.782926253,5.698601782,3.175618468,3.668870106,2.13024435,2.529482757,0.0,4.794537184,5.907179729,11.50524905,21.06303072,12.40334018,6.066367068,36.39820241,43.11041383,0.0,1.130434783,2.0,2.782608696,0.0,-2.73,23,356.118,202174.8193,15.17667884,6.578139011,3.54407685,141.1434752,11.44946641,11.44946641,0.261390161,-0.261390161,4.2604,95.7894,369.222,2,5,0,0,0,1,2,1,3,0,0,4,2,6,1,4,0,0,0,114,10.63357721,12.14518285,0.0,5.907179729,0.0,0.0,4.794537184,9.967957042,0.0,0.0,28.57524665,42.47422252,21.23371628,5.516700718,4.340621875,3,4.794537184,49.93268389,0.0,9.967957042,0.0,0.0,10.63357721,65.91956486,0.0,10.30434783,10.63357721,17.19263533,0.0,15.9299439,15.87513677,4.794537184,0.0,0.0,65.91956486,0.0,10.90292493,66.91,0.97203431,3.44226296,19.99955885,6.818591637,2.350459485,0.407870988,13.24555114,2.733129299,3.447208003,0.0,0,0,0,2,0,0,1,1,0,2,2,0,0,0,0,0,1,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674717847
MEQUINOL (BRD:BRD-K45216060-001-11-8),-0.1468673053713146,0,1.900372628,2.881555878,178.6125685,6.690234444,5.164862963,5.164862963,4.325698503,2.657346438,2.657346438,1.698025295,1.698025295,1.072423069,1.072423069,0.582220945,0.582220945,0.0,0.0,5.749511833,0.0,5.749511833,0.0,31.37526582,0.0,0.0,9.843390349,1.222222222,1.777777778,2.222222222,0.142857143,-1.18,9,116.075,129.2253387,5.947877238,2.395561741,1.353393012,53.70412422,8.796632653,8.796632653,0.26,0.26,1.4008,34.6588,124.139,1,2,0,0,0,0,1,0,1,0,0,2,1,2,0,1,0,0,0,48,9.843390349,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827,0.0,7.109797541,1.583167461,1,9.843390349,0.0,0.0,0.0,0.0,0.0,7.109797541,24.26546827,11.49902367,9.0,4.736862954,0.0,11.49902367,0.0,12.21632494,0.0,0.0,0.0,24.26546827,0.0,0.0,29.46,4.858055556,0.0,0.0,8.796632653,0.0,1.017222222,6.571759259,0.0,0.0,1.589663643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.612772549
12-O-TETRADECANOYLPHORBOL-13-ACETATE (BRD:BRD-K68552125-001-05-3),-0.1450390284651977,0,3.38420738,1.506819354,1154.778242,32.50142475,27.82382906,27.82382906,20.72730594,17.10396865,17.10396865,14.72439461,14.72439461,11.51370235,11.51370235,9.195573406,9.195573406,69.715589,29.70319374,19.44852521,17.56703068,19.26246487,51.86948856,25.99951461,13.8474744,6.9237372,9.473725908,0.954545455,1.522727273,2.068181818,0.805555556,-2.03,44,560.388,2792019882.0,34.83574654,13.36935676,5.837812219,263.2040524,13.3411047,13.3411047,0.107742504,-1.92962479,5.7529,167.3194,616.836,3,8,4,0,4,0,0,0,0,8,0,8,3,8,0,15,2,0,2,248,24.79330809,11.7050172,11.38429576,0.0,0.0,11.93861058,14.38361155,0.0,0.0,0.0,104.0552052,24.49076788,48.8519951,12.20793278,10.58480735,4,39.17691964,17.72185552,0.0,0.0,29.08661465,147.9202231,6.606881965,23.29824927,0.0,36.75,0.0,0.0,0.0,0.0,62.55543849,23.85733746,29.08661465,125.0131043,23.29824927,0.0,0.0,130.36,12.28091109,0.0,39.14453334,34.78285887,-4.71010832,-4.293996014,0.0,15.35954248,10.43625855,0.0,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0.120438675
SKLB-1028 (BRD:BRD-K00004690-001-01-9),-0.1386695235364488,0,3.179594306,1.369792989,1210.162445,22.7858818,19.23242499,19.23242499,16.06368328,11.29253441,11.29253441,8.630515338,8.630515338,5.858693741,5.858693741,4.043562083,4.043562083,0.0,0.0,6.041840829,5.948339281,54.66601539,5.687386275,18.59053071,12.13273414,80.12906802,9.967957042,0.878787879,1.666666667,2.363636364,0.333333333,-3.72,33,414.327,51398320.02,21.14283631,9.028874454,4.583210829,193.0580774,4.781276242,4.781276242,0.166474678,0.166474678,4.0412,132.6624,443.559,2,9,0,1,1,0,1,3,4,0,0,9,2,9,4,6,0,1,1,170,20.43339667,5.516700718,5.647177221,11.89667856,0.0,0.0,9.551078169,9.967957042,4.983978521,0.0,0.0,57.29334879,49.79248257,18.08107342,5.784727716,5,0.0,40.12271532,0.0,29.40292346,0.0,19.88931523,48.76018455,54.98873313,0.0,14.72727273,15.53348694,28.95883739,0.0,0.0,62.62962107,0.0,0.0,19.88931523,54.98873313,0.0,11.16387794,87.03,2.075064874,0.0,22.92748889,6.683928201,4.598172623,1.264402245,12.48259208,5.280509687,8.516886607,2.17095479,0,0,0,5,0,0,0,0,0,7,2,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.461715138
POZIOTINIB (BRD:BRD-K50010139-001-02-3),-0.1383616521319887,0,2.838583328,1.62514723,1216.021042,23.53480495,17.77726487,19.28912276,15.9054172,10.22174755,10.97767649,7.437022518,8.222187118,5.430904559,6.212126756,3.667964228,3.978712262,5.817220841,9.184952232,27.74379902,54.15096743,0.0,24.53607432,24.14244141,0.0,21.86368133,32.67560569,1.242424242,2.0,2.696969697,0.260869565,-3.1,33,470.182,28914718.12,23.07145998,9.804720604,4.815391187,199.6688789,14.56823867,14.56823867,0.084133577,-0.678939639,5.3837,126.2197,491.35,1,7,0,1,1,1,2,1,3,0,0,6,1,10,2,6,0,1,1,172,19.69042424,18.24914924,17.31624451,5.907179729,0.0,0.0,4.794537184,14.35837209,0.0,0.0,29.78081546,24.27512131,37.38374734,28.35915116,6.85482482,4,18.65867814,51.51723349,0.0,14.86786677,0.0,18.94560963,25.51609896,59.11023161,11.49902367,14.24242424,14.79051451,15.8956641,11.49902367,23.20187978,47.07832324,4.794537184,5.817220841,12.84164325,43.24774414,10.04526663,10.90292493,76.58,26.29658783,11.81640631,22.11033274,3.51139031,0.71343684,0.625458529,6.474957449,3.931884235,4.695320168,1.546447806,0,0,0,2,0,0,1,1,0,3,1,0,0,0,0,0,1,2,0,2,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.368575044
ABX464 (BRD:BRD-K00003394-001-01-9),-0.1364350675022203,0,2.486711784,1.803102969,834.8432265,16.44938299,11.5634722,12.31940115,10.9047981,6.587458575,6.965423048,4.705227003,5.11242713,3.031313104,3.336307806,2.068337673,2.292443627,6.362358859,13.17124514,5.749511833,22.04458308,5.386224214,24.26546827,12.13273414,18.19910121,15.03763008,11.60093989,0.956521739,1.695652174,2.391304348,0.0625,-2.47,23,328.636,148158.2881,15.42662962,5.964663876,3.84071823,134.2180318,12.11456584,12.11456584,0.280032315,-4.702782271,5.5304,83.1607,338.716,1,3,0,0,0,0,2,1,3,0,0,3,1,7,1,3,0,0,0,118,10.05365156,11.56737461,0.0,0.0,0.0,6.362358859,0.0,4.983978521,0.0,13.17124514,23.73367403,42.46456948,11.07361049,10.53933403,4.000637408,3,17.9081081,34.00911387,0.0,4.983978521,0.0,6.362358859,5.316788604,59.61993693,5.749511833,11.47826087,10.05365156,24.6764942,5.749511833,11.60093989,11.34633738,0.0,0.0,0.0,54.59730362,5.022633314,10.90292493,34.15,40.16311876,6.100938747,4.397577397,4.434584127,1.231129286,0.257087827,14.47945724,-4.702782271,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,2,1,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.681401154
EGF816 (BRD:BRD-K22514639-001-05-7),-0.1352336790687606,0,3.007115063,1.675647485,1251.867909,24.94901851,20.36932214,21.12525109,16.8294076,11.83850859,12.21647307,9.151473827,9.558673953,6.099430274,6.404424975,4.410977018,4.671581216,0.0,9.589074368,17.85620029,41.68539402,30.47309358,0.0,24.40559782,59.66112159,10.30076712,16.58491841,1.257142857,2.085714286,2.857142857,0.384615385,-3.23,35,463.779,65346402.56,24.88071325,11.00905101,5.887779489,210.1381851,13.07389089,13.07389089,0.007301726,-0.267266857,4.31682,138.8322,495.027,1,8,0,1,1,2,1,2,3,1,0,6,1,9,3,6,0,1,1,184,14.36691911,0.0,0.0,11.85551901,5.907179729,0.0,19.88984149,4.983978521,0.0,0.0,23.74332707,64.54701431,43.16451238,22.09787558,7.826086895,4,9.589074368,40.39704007,0.0,24.33487615,0.0,32.2280429,39.04640179,64.96073193,0.0,16.71428571,5.316788604,5.948339281,0.0,11.60093989,69.87884879,4.794537184,6.9237372,41.35622237,48.68071913,5.022633314,11.03340144,83.36,1.99875874,6.628804142,38.7955011,3.541344394,2.726740646,0.15137045,8.88301627,7.865816899,3.754349428,3.932075705,0,0,0,3,0,0,2,2,0,5,1,0,0,0,0,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.515927272
SF-11 (BRD:BRD-K42629487-001-09-9),-0.1342228943962603,0,2.858750513,1.444745444,961.3459336,22.39069429,18.40671172,19.2232083,15.60754014,11.23160546,11.63985375,8.1472967,8.533995031,6.21736899,6.577629953,4.526611336,4.827036652,5.601050811,5.106527395,5.917906046,6.606881965,53.60739403,0.0,0.0,91.85287616,10.21669833,16.9547364,0.9375,1.46875,1.96875,0.296296296,-2.89,32,416.376,24630079.62,22.30916346,10.15252872,4.790934162,195.4004945,12.02963212,12.02963212,0.108172301,-1.015112844,5.4302,134.0115,446.616,2,4,0,1,1,0,3,0,3,0,0,3,2,5,1,6,0,1,1,166,20.06008868,11.35056264,5.112436885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66367068,73.29353119,18.77689909,6.606881965,7.077950707,4,9.843390349,23.0176966,0.0,4.899909731,5.917906046,25.36643126,25.01318338,96.05604194,5.749511833,14.75,10.05365156,5.687386275,5.749511833,12.21787344,34.81526879,5.601050811,5.917906046,30.89228343,84.92913896,0.0,0.0,44.73,5.504007811,5.680105817,2.193149172,16.08496178,1.822971973,0.960850294,27.90495544,1.70513175,4.2271993,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494489789
AMIFAMPRIDINE (BRD:BRD-K80262108-001-07-0),-0.1336800624134161,0,1.768177215,3.134861511,163.7835859,5.983127663,4.333964941,4.333964941,3.804530453,2.254431651,2.254431651,1.504592111,1.504592111,0.887114528,0.887114528,0.417428837,0.417428837,0.0,0.0,0.0,11.37477255,0.0,6.196843572,12.26321064,0.0,4.983978521,11.46733495,1.25,2.0,2.375,0.0,-1.25,8,102.076,72.49526583,4.898148148,1.694489796,0.702662722,47.33083249,5.354814815,5.354814815,0.534722222,0.534722222,0.246,33.0618,109.132,4,3,0,0,0,0,0,1,1,0,0,3,2,3,1,0,0,0,0,42,11.46733495,0.0,0.0,0.0,0.0,0.0,4.983978521,0.0,0.0,0.0,0.0,6.066367068,6.196843572,17.57161612,1.037482757,1,0.0,11.37477255,0.0,4.983978521,0.0,0.0,11.46733495,18.46005421,0.0,9.0,11.46733495,11.37477255,0.0,0.0,4.983978521,0.0,0.0,0.0,18.46005421,0.0,0.0,64.93,0.0,0.0,3.740092593,0.0,11.80518519,0.0,1.662037037,3.126018519,0.0,0.0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.501405327
LAPATINIB (BRD:BRD-K19687926-379-07-4),-0.132052228595591,0,3.392250739,1.291877087,1760.581604,28.11430893,21.52557821,23.09800374,19.23129794,12.39521229,14.83369028,9.2156127,11.88256534,6.008345079,7.249420414,4.02693825,4.777163732,9.837253136,12.80821203,18.17695641,52.45085334,16.46637642,24.7158234,24.26546827,36.39820241,20.60153425,20.75495378,1.025,1.9,2.7,0.172413793,-3.99,40,554.861,1089671666.0,27.57212509,12.03371284,7.146807076,235.6501557,13.43080267,13.43080267,0.066361687,-3.01899647,6.1391,154.1242,581.069,2,8,0,0,0,0,3,2,5,0,0,8,2,11,2,11,0,0,0,206,19.7875911,51.67654547,0.0,0.0,0.0,0.0,0.0,22.77616907,0.0,0.0,23.73367403,66.22712218,29.43758757,22.83694404,8.294875892,5,21.96222592,43.84636701,0.0,15.28474565,0.0,13.15163837,23.8701678,101.287278,17.07321074,11.575,15.37044016,15.8956641,5.749511833,11.60093989,36.93913322,22.98889151,5.817220841,11.32369891,83.54087583,5.022633314,22.22662384,106.35,47.77016383,6.467436424,8.79698874,7.555419094,2.991532856,2.172644187,20.97804453,2.691680207,0.95619771,-3.01899647,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179479493
VANILLYLACETONE (BRD:BRD-K33510429-001-03-1),-0.1314403433561524,0,2.1623014,2.737363056,331.3045707,10.55204176,8.409974546,8.409974546,6.630228955,4.485244032,4.485244032,3.208216287,3.208216287,2.009870773,2.009870773,1.197910275,1.197910275,0.0,9.901064579,11.53275678,18.59115508,5.563451492,7.109797541,25.12283841,0.0,0.0,4.736862954,1.5,2.214285714,2.785714286,0.363636364,-1.51,14,180.118,1295.218539,10.57006405,4.649750971,2.763338518,83.32541477,10.75784037,10.75784037,0.124143519,0.124143519,1.9224,53.6608,194.23,1,3,0,0,0,0,1,0,1,0,0,3,1,3,0,4,0,0,0,76,14.63792753,5.783244946,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.066367068,31.04074445,6.420821623,7.109797541,3.510583256,1,14.63792753,5.783244946,0.0,0.0,0.0,19.76538045,7.109797541,23.7625527,11.49902367,9.857142857,4.736862954,0.0,11.49902367,0.0,17.99956988,11.21535881,0.0,18.90801031,18.19910121,0.0,0.0,46.53,4.957507559,0.0,10.75784037,9.320424698,0.995231481,0.738119331,5.118422147,1.208236961,1.567107505,1.503776612,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0.796091927
BMS-599626 (BRD:BRD-K07106112-003-03-8),-0.1313434334409777,0,3.481654119,1.179803871,1643.185573,26.76900947,21.22516419,21.22516419,19.03000978,12.58212949,12.58212949,9.349755506,9.349755506,6.603590125,6.603590125,4.662946895,4.662946895,6.093240071,9.184952232,18.46594363,31.26376939,39.77867131,18.46005421,22.97545211,35.87100841,31.13170795,9.473725908,1.256410256,2.179487179,3.025641026,0.259259259,-4.55,39,503.348,1258993203.0,24.76780133,10.6719912,5.375904261,222.4778397,13.59440932,13.59440932,0.022077185,-0.551340114,3.85532,143.8221,530.564,3,11,0,1,1,1,2,3,5,1,0,10,3,12,4,7,0,1,1,200,20.10730312,24.2681236,5.817862778,0.0,0.0,6.093240071,9.998591539,18.68432865,10.19736362,0.0,12.13273414,42.81902403,23.18181839,49.3981353,6.777480967,6,18.65867814,39.70550105,0.0,29.69533157,0.0,19.51033443,36.99897951,78.12970052,0.0,15.48717949,15.95036581,26.37758756,0.0,0.0,62.87902617,16.01848231,12.74095804,11.12690298,61.1855767,0.0,16.41962565,119.63,27.84734021,0.0,16.86605258,19.11100644,4.657006804,0.313296975,12.34736696,4.395156689,4.46277334,0.0,0,0,0,5,0,0,1,1,0,5,3,0,0,0,0,0,1,3,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290337486
GEFITINIB (BRD:BRD-K64052750-001-17-5),-0.1304490486219167,0,2.794230402,1.507873957,1046.684904,21.63118127,17.23616369,17.99209263,15.13536159,10.11551554,10.49348001,7.152408396,7.559608522,5.083026255,5.372672717,3.441625503,3.622168134,5.817220841,4.390415048,5.022633314,35.1278554,44.65507898,18.46005421,13.17616461,12.13273414,20.18465538,25.81152875,1.161290323,2.0,2.774193548,0.363636364,-2.68,31,422.718,13732178.25,21.54820667,10.08499225,5.330841061,184.6422968,13.46824402,13.46824402,0.036408571,-0.47475551,4.2756,118.1537,446.91,1,7,0,1,1,0,2,1,3,0,0,7,1,9,2,8,0,1,1,164,19.52737747,17.96240369,11.49902367,0.0,0.0,0.0,4.899909731,14.35837209,0.0,0.0,11.60093989,30.6862899,36.77424678,37.46977747,7.010112818,4,18.60100391,34.00911387,0.0,14.86786677,0.0,6.420821623,51.88150126,47.49900957,11.49902367,14.5483871,14.79051451,15.8956641,11.49902367,11.60093989,61.43257943,4.736862954,5.817220841,6.420821623,36.65915542,5.022633314,10.90292493,68.74,30.37368719,5.895463516,11.03506072,3.965652337,1.31798416,1.311179474,8.089993047,2.350959874,5.004639049,1.599825083,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,2,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.517854528
FENOFIBRATE (BRD:BRD-K50388907-001-30-4),-0.1300656144063233,0,2.544225379,2.099929247,746.2705505,18.6125197,14.70711006,15.463039,11.68637773,7.992740172,8.370704645,6.426830399,6.86326618,3.430243625,3.682219941,2.134560066,2.260548224,11.5703561,9.589074368,11.88721133,21.89904813,0.0,0.0,76.22588535,0.0,0.0,21.0746658,0.92,1.4,1.88,0.3,-2.33,25,339.669,255195.9824,19.00084114,7.702508412,5.068964928,152.2614351,12.42562086,12.42562086,0.109542249,-1.119072699,4.68,97.2615,360.837,0,4,0,0,0,0,2,0,2,0,0,4,0,5,0,6,0,0,0,132,9.473725908,5.749511833,11.38429576,0.0,0.0,5.969305288,4.794537184,4.794537184,0.0,0.0,11.60093989,76.22588535,16.1495363,6.103966388,5.854165547,2,19.06280028,23.35349012,0.0,0.0,0.0,39.399966,0.0,64.68047284,5.749511833,11.28,4.736862954,0.0,5.749511833,11.60093989,23.45756743,9.531400138,0.0,43.61638897,48.53093655,5.022633314,0.0,52.6,10.90519967,5.835982981,24.48073816,0.579456527,-0.039308884,-0.065857602,13.35897685,-0.213196015,6.852452755,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.554061892
PD-153035 (BRD:BRD-K26603252-003-04-9),-0.1299019298094395,0,2.536419076,2.093088317,823.5951342,15.52673326,12.13034013,13.71633667,10.7070399,6.603406226,7.396404496,4.581963601,5.49763913,3.228007653,3.721259291,2.185644773,2.58488318,0.0,0.0,0.0,17.31688644,21.06303072,6.327320075,14.21959508,36.39820241,31.21468954,9.473725908,1.0,1.772727273,2.5,0.125,-2.34,22,346.099,130369.4041,14.59116228,6.190827981,2.824243658,135.9838423,5.352813734,5.352813734,0.640826142,0.640826142,4.1531,90.0667,360.211,1,5,0,0,0,0,2,1,3,0,0,5,1,6,1,4,0,0,0,112,14.79051451,12.14518285,11.49902367,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,21.99631097,24.26546827,21.61269707,19.7362958,4.105971625,3,9.473725908,38.33811788,0.0,9.967957042,0.0,0.0,19.53638369,47.198242,11.49902367,10.5,14.79051451,11.50524905,11.49902367,15.9299439,24.18755212,0.0,0.0,0.0,47.198242,0.0,10.90292493,56.27,11.65447377,3.457636304,8.617972726,4.160270928,1.716950651,1.993750787,11.58446585,1.522388393,0.0,3.208757254,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.757494074
PRLX-93936 (BRD:BRD-K00004604-001-01-9),-0.1289506705055976,0,2.702176461,1.899346273,992.8833207,18.63961743,15.51958021,15.51958021,13.27518825,9.436108203,9.436108203,6.612628252,6.612628252,4.825814519,4.825814519,3.521905317,3.521905317,0.0,4.794537184,5.559266895,24.28737442,43.20751711,0.0,4.567099648,55.45467375,10.21669833,9.720841475,1.074074074,1.814814815,2.62962963,0.333333333,-2.7,27,340.257,2240731.191,17.70079701,7.898926982,3.585217179,157.9529561,13.38442366,13.38442366,0.057511574,-0.057511574,2.1896,106.6557,364.449,1,6,0,1,1,0,2,1,3,0,0,6,1,6,2,5,0,1,1,140,10.05365156,11.57391633,0.0,0.0,5.559266895,0.0,14.26154656,4.983978521,0.0,0.0,24.26546827,31.18920547,26.17902562,29.74194958,5.178418632,4,4.736862954,10.90292493,0.0,19.7677765,0.0,13.46849361,32.78590759,64.70914512,11.43689811,15.14814815,15.61291845,0.0,5.749511833,0.0,47.23689549,6.544756406,0.0,12.7481417,53.32547373,0.0,16.59031121,59.39,7.509970868,0.0,20.56370488,3.981441346,1.419815235,1.438421307,15.1895693,0.0,6.897077064,0.0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.752063533
ML167 (BRD:BRD-K64835161-001-02-8),-0.1287427927831027,0,3.280282882,1.672979527,1019.616536,17.22540387,13.69115308,13.69115308,12.22467799,7.96639697,7.96639697,5.74418894,5.74418894,3.963415389,3.963415389,2.719782668,2.719782668,0.0,0.0,6.606881965,18.06525124,33.80473404,6.327320075,6.066367068,43.32193961,15.28474565,13.94082927,1.0,1.88,2.64,0.157894737,-3.12,25,318.227,1063001.91,15.41017442,6.410005257,3.115100624,143.6941328,9.161001559,9.161001559,0.118986362,-0.118986362,3.89562,93.9345,335.363,2,6,0,0,0,0,1,3,4,0,0,6,2,6,3,5,0,0,0,126,19.25761787,41.79305449,0.0,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,0.0,49.38830668,10.94967571,12.06145712,3.951171962,4,13.94082927,16.72078771,0.0,9.967957042,0.0,20.07537557,5.316788604,66.07263181,11.32369891,11.12,5.316788604,5.817862778,0.0,0.0,15.07448444,13.15163837,6.9237372,17.28074226,57.62619143,0.0,22.22662384,84.32,11.19433235,0.0,8.662389587,13.35159365,1.740468789,3.68646044,13.32308739,1.536194611,2.338806521,0.0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575360381
