Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imidazole,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane,qed
GSK269962 (BRD:BRD-K89464729-001-03-1),0.1406311718164373,1,3.601081277,1.090061329,1677.440908,28.89032981,23.02512345,23.02512345,20.56801458,13.64056962,13.64056962,9.599865394,9.599865394,6.862233643,6.862233643,4.698498177,4.698498177,0.0,4.794537184,0.0,11.72504251,53.06700952,44.1142457,0.0,60.79414719,11.49083685,30.49798189,24.57329528,1.071428571,1.904761905,2.666666667,0.275862069,-5.01,42,540.37,6047680557.0,27.17416921,12.24368105,6.013461001,240.7095082,12.89780536,12.89780536,0.159312307,-0.243002563,3.839,154.5716,570.61,3,13,0,1,1,1,2,3,5,0,0,12,2,13,4,10,0,1,1,0,216,29.82814459,23.62260635,17.33619527,5.879988336,5.907179729,0.0,9.694446915,14.59699598,0.0,0.0,6.066367068,53.63526612,49.56259753,24.92730822,7.921710968,6,23.63416498,28.44583022,0.0,29.74829293,0.0,13.46849361,50.50537119,66.35759868,28.8973445,13.73809524,20.52418199,11.50524905,17.379012,0.0,75.11038778,11.28161936,0.0,17.28172588,65.42318612,0.0,22.55173393,155.68,23.91758198,0.0,24.18944631,10.43817464,8.783882048,2.040248361,15.98050766,1.616730999,7.366761346,0.0,0,0,1,5,0,0,0,0,1,1,0,6,1,1,0,0,0,0,0,0,1,2,1,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0.251486778
PITAVASTATIN (BRD:BRD-K75958547-238-01-0),0.1416515641246947,1,3.5637711,1.789369935,1122.320202,21.95745468,16.90904777,16.90904777,14.91872399,10.36785381,10.36785381,7.997887578,7.997887578,5.46538106,5.46538106,3.859459894,3.859459894,24.59805969,19.39800702,0.0,12.23804246,5.917906046,46.12885065,12.13273414,24.28477435,24.26546827,0.0,10.09050592,1.129032258,1.838709677,2.516129032,0.28,-3.09,31,397.276,16927884.22,21.15384033,8.956996688,4.979136392,179.0535556,13.57525415,13.57525415,0.07494712,-1.133009308,4.5181,117.0294,421.468,3,5,1,0,1,0,2,1,3,2,0,4,3,6,1,8,1,0,1,0,160,15.31958218,5.817220841,0.0,0.0,0.0,5.969305288,9.778515705,4.390415048,0.0,0.0,42.48387556,36.60419594,28.85185487,29.83938311,6.11209283,4,24.50453442,22.94825033,0.0,4.983978521,0.0,43.80912531,0.0,71.68155698,11.12690298,15.96774194,0.0,4.390415048,0.0,0.0,38.48079877,4.794537184,5.817220841,42.85857202,54.60695665,0.0,28.10584802,90.65,13.57525415,0.0,15.63756245,29.88394541,4.425400017,-1.097515745,14.10824925,2.800437795,0.0,0.0,2,2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0.497585264
AURANOFIN (BRD:BRD-K45995181-001-04-6),0.1424834013757732,1,2.704439171,3.440940359,725.5625183,24.47432702,19.54638632,23.42377546,14.97840059,10.40539859,18.8500183,7.099313558,23.21519021,4.794477262,27.04037018,3.132271551,21.83562098,58.42014633,19.17814874,0.0,23.99980016,0.0,18.48573008,27.6949488,9.227097544,0.0,20.7712116,23.68431477,0.78125,1.25,1.6875,0.8,-0.63974026,32,644.219,4343307.673,29.39214723,13.9200732,8.952119661,200.5555704,11.89422957,11.89422957,0.193051461,-1.140927951,2.7925,118.09,678.491,0,9,0,1,1,0,0,0,0,5,0,10,0,12,1,10,0,1,1,0,190,0.0,0.0,0.0,0.0,0.0,201.461398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78565128,1,60.2553817,37.79537995,0.0,0.0,0.0,78.31802432,25.09261205,0.0,0.0,25.65625,0.0,0.0,0.0,13.9181588,78.82169712,60.2553817,0.0,48.4661604,0.0,0.0,0.0,114.43,26.59374546,-0.227118379,46.9646664,0.0,-0.651566673,-2.339320224,0.0,-0.706860467,11.35698235,1.592804863,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0.148038274
AT13148 (BRD:BRD-K32127727-001-04-2),0.1426924187509959,1,3.093014499,1.977145619,738.5899321,15.5791395,11.83035141,12.58628035,10.63117695,6.914956217,7.29292069,5.135619214,5.572054994,3.811211219,4.063187534,2.475133276,2.601121434,5.601050811,5.106527395,0.0,6.544756406,5.022633314,22.25380597,0.0,30.46231185,30.46231185,10.19736362,17.33460737,1.0,1.590909091,2.090909091,0.117647059,-2.14,22,297.66,173654.206,14.78299077,5.926701502,2.639121231,133.1101284,10.98843474,10.98843474,0.083025164,-1.236592183,2.9247,87.5289,313.788,4,4,0,0,0,0,2,1,3,1,0,3,3,5,1,4,0,0,0,0,112,10.84019487,5.601050811,0.0,0.0,0.0,0.0,5.098681808,0.0,5.098681808,0.0,47.9991423,28.82308861,23.32768478,6.196843572,3.982471527,3,5.106527395,11.60093989,0.0,10.19736362,5.733667477,5.601050811,6.544756406,77.07415999,11.12690298,13.77272727,5.733667477,0.0,0.0,11.60093989,21.84864742,5.601050811,0.0,11.12690298,60.92462369,5.022633314,11.12690298,74.93,0.0,5.90703566,0.0,18.3303266,8.081581594,0.0,14.71642298,3.576052442,0.083025164,0.0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.692988446
BISINDOLYLMALEIMIDE-IX (BRD:BRD-K06543683-066-02-1),0.1505865400100318,1,3.419189935,1.670024887,1476.759082,23.11215522,18.09134537,18.90784195,15.9523975,10.64882625,11.63442481,8.023660883,9.160410714,5.956324709,6.760128223,4.558063196,5.051413411,0.0,9.589074368,0.0,16.98201123,17.69096547,45.10642808,11.76188495,0.0,72.53939532,9.883888252,11.14295108,0.939393939,1.515151515,2.181818182,0.16,-3.78,33,434.375,46957451.82,21.08603748,8.290483025,3.618786279,194.3003932,13.05334041,13.05334041,0.110256751,-0.376877334,3.71697,133.8098,457.559,4,7,0,1,1,2,2,2,4,0,0,6,3,8,3,6,0,0,0,0,166,14.86786677,0.0,5.16765177,0.0,11.81435946,0.0,20.31514658,0.0,0.0,0.0,48.16008736,18.55355576,64.67172199,11.14620906,5.297376843,5,9.589074368,61.6959551,5.409283606,14.4509879,12.78133946,12.96557803,5.752853607,72.05152667,0.0,13.96969697,11.05045608,0.0,0.0,11.76188495,31.86906413,23.18150276,5.409283606,17.54772461,60.92462369,0.0,32.95205892,105.9,4.079852098,1.3171332,26.05220827,11.8633698,9.752587794,-0.014705122,15.76927638,4.695244838,0.715515639,1.936183764,0,0,0,2,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0.177567004
DEFERASIROX (BRD:BRD-K97010173-001-04-1),0.1515795713518635,1,3.133903029,1.920788422,1166.501584,19.67299763,14.51973309,14.51973309,13.5417139,8.419046271,8.419046271,6.057145099,6.057145099,4.255878968,4.255878968,2.851209564,2.851209564,5.969305288,15.00759197,0.0,22.88687966,22.63869376,0.0,22.88090414,54.59730362,0.0,10.08266033,5.106527395,0.785714286,1.357142857,1.928571429,0.0,-4.13,28,358.248,3538214.127,17.29216677,6.88131216,3.051661358,159.3387326,11.11280141,11.11280141,0.029759018,-1.026884727,3.7107,102.5199,373.368,3,7,0,0,0,0,3,1,4,0,0,6,3,7,1,4,0,0,0,0,138,15.31958218,11.49902367,11.648809,0.0,0.0,5.969305288,0.0,14.46031864,0.0,5.098681808,24.26546827,48.53093655,0.0,22.37774075,4.249742767,4,20.11411937,5.969305288,0.0,14.76446326,0.0,0.0,0.0,78.35985631,39.96212192,10.71428571,0.0,0.0,11.49902367,0.0,36.05335074,0.0,0.0,10.35798868,72.79640482,0.0,28.46309825,108.47,1.502437642,0.0,15.63461106,34.02533022,1.616096275,-0.327865542,19.54939035,0.0,0.0,0.0,0,0,0,3,0,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0.503162871
AZD3965 (BRD:BRD-K25210703-001-01-9),0.1521511045852529,1,3.406713712,2.017191578,1446.593266,26.03265124,19.60987346,20.42637004,16.13655346,10.68822549,11.50472207,9.15333303,10.23695479,5.845010943,7.034041955,4.078678779,5.498706249,40.66930818,32.66138409,0.0,51.4870588,0.0,20.96710325,25.46224603,13.8474744,0.0,10.19736362,4.837588584,1.342857143,2.0,2.542857143,0.523809524,-2.97,35,491.322,38095405.75,25.1327618,8.309737385,4.186893204,200.0433239,13.59820761,13.59820761,0.087361584,-4.742183885,2.12212,120.456,515.514,2,10,0,1,1,1,0,3,3,1,0,9,2,14,4,4,0,1,1,0,190,5.106527395,17.0383292,5.693927995,0.0,11.46644662,11.86604192,28.65954406,9.857754909,18.26992695,11.33678588,0.0,27.6949488,35.64486111,17.49443211,5.967047152,4,27.90989831,27.46058624,0.0,24.39478064,7.047671983,51.93496058,13.15163837,48.22999083,0.0,18.85714286,11.24901029,13.17124514,0.0,11.33678588,54.16117694,24.48238071,6.9237372,58.99949578,9.589074368,0.0,10.21662063,122.45,42.98552447,0.904235166,45.26472279,16.76648923,-4.006457869,-0.787234505,-0.406093002,-5.106003802,5.946613145,1.271537708,1,0,0,4,1,0,0,0,1,1,0,4,1,0,2,0,0,1,3,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0.549049104
MAFENIDE (BRD:BRD-K30649484-003-13-7),0.1523162558050164,1,2.031264689,3.090461035,355.4976952,9.190234444,6.395953268,7.212449849,5.537023368,3.356328625,4.902648103,2.393083964,3.954507022,1.487586984,2.416818217,0.815215008,1.330654833,10.02329115,8.417796984,0.0,4.895483476,6.544756406,5.563451492,12.13273414,12.13273414,0.0,0.0,10.87264121,1.166666667,1.666666667,2.0,0.142857143,-0.91,12,176.156,430.628114,9.180171326,3.220377951,2.036933267,71.23690252,10.77902731,10.77902731,0.110833333,-3.568619615,-0.2073,45.7066,186.236,4,4,0,0,0,0,1,0,1,0,0,3,2,5,0,2,0,0,0,0,66,5.733667477,0.0,0.0,10.02329115,0.0,0.0,0.0,13.55677072,0.0,0.0,12.13273414,17.69618563,6.544756406,4.895483476,2.46363511,1,8.417796984,10.02329115,0.0,0.0,10.87264121,11.44023988,0.0,29.82891977,0.0,11.5,10.87264121,0.0,0.0,0.0,8.417796984,16.56804756,0.0,5.563451492,29.16095175,0.0,0.0,86.18,21.55805461,0.0,0.110833333,4.889261149,6.205471466,0.0,6.16125,0.0,0.393749055,-3.568619615,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.669819679
ZOLANTIDINE (BRD:BRD-K08996725-332-01-7),0.1523226975768348,1,3.116046411,1.19889812,824.3949921,18.31334402,15.69368696,16.51018354,13.36530598,9.902768719,10.7192653,7.099747446,8.130396328,4.913264872,5.907372887,3.514672672,4.406062866,0.0,0.0,0.0,0.0,6.606881965,35.90810547,42.61534909,11.33678588,6.066367068,57.66524634,4.736862954,1.037037037,1.925925926,2.814814815,0.409090909,-2.11,27,354.329,3007458.426,18.26249742,9.197936874,5.206516001,164.7320621,5.957185217,5.957185217,0.713355852,0.713355852,5.1632,113.7917,381.545,1,4,0,1,1,0,2,1,3,0,0,5,1,5,2,8,0,1,1,0,142,10.05365156,5.749511833,5.13155848,0.0,0.0,0.0,4.899909731,4.983978521,0.0,0.0,42.02307577,62.18089745,13.08951281,16.8235026,6.221381423,4,4.736862954,26.68496499,0.0,9.883888252,0.0,32.2280429,31.55793979,54.09438804,5.749511833,15.11111111,10.05365156,5.13155848,5.749511833,11.33678588,36.12503943,6.544756406,0.0,31.24673798,48.53093655,0.0,10.21662063,37.39,7.18104674,1.702411842,7.143678384,4.392510632,2.410899129,0.976385672,16.79779208,4.99273894,5.06920325,0.0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0.546772858
KPT-9274 (BRD:BRD-K00004701-001-01-9),0.1532555074661548,1,3.463078339,1.244010356,1873.157431,31.55346652,24.10355396,24.10355396,21.63096341,14.40902756,14.40902756,10.95480085,10.95480085,7.743131107,7.743131107,5.249252598,5.249252598,5.922529168,22.76031951,0.0,50.10749276,22.72458183,33.20348167,23.10866397,48.67106609,30.33183534,10.30076712,10.15081841,0.933333333,1.644444444,2.333333333,0.171428571,-5.38,45,581.404,15411309882.0,29.68109221,12.31517521,6.902598148,256.7215514,13.7588241,13.7588241,0.018758003,-2.728960945,7.084,166.6586,610.636,3,7,0,1,1,2,3,2,5,0,0,5,2,10,3,7,0,1,1,0,228,20.36751675,22.97835118,0.0,5.907179729,11.8297089,0.0,9.589074368,18.15522366,0.0,0.0,24.26546827,82.92712969,54.71714693,6.544756406,8.122841137,6,27.17747045,34.6774867,0.0,15.20067686,0.0,25.30892882,18.82318029,113.8400068,22.25380597,14.6,11.05045608,18.98910792,0.0,0.0,40.71028969,11.33929359,5.817220841,34.52333083,95.55278651,0.0,39.29907043,101.46,47.05398178,0.0,30.84693429,3.583338885,10.43973878,-2.778988393,22.18184631,3.918099229,0.171715791,0.0,0,0,1,1,0,0,0,0,2,2,0,2,1,1,0,0,1,0,2,0,2,1,0,3,1,0,0,3,0,0,0,0,0,1,0,0,0,0.191840536
MDL-29951 (BRD:BRD-K59753853-001-02-3),0.1543905920883428,1,2.644857338,2.652598253,677.9094869,14.15433606,9.535766819,11.04762471,8.896754606,5.345233679,6.101162625,3.987616955,4.831252862,2.720955805,3.237264877,1.978484857,2.585960475,11.93861058,9.589074368,0.0,18.53557124,26.51164305,0.0,6.066367068,6.066367068,0.0,4.983978521,33.41493457,1.210526316,1.894736842,2.473684211,0.166666667,-1.72,19,293.041,17297.36699,13.70566639,5.107547063,2.667188209,117.3000407,11.17755055,11.17755055,0.055169753,-1.163168619,3.1901,71.2348,302.113,3,5,0,0,0,0,1,1,2,0,0,2,3,7,1,4,0,0,0,0,100,15.19703331,5.693927995,0.0,0.0,0.0,11.93861058,4.794537184,4.794537184,0.0,0.0,23.20187978,24.11700725,22.34637987,5.022633314,3.68433348,2,19.80212916,46.04341529,0.0,4.983978521,0.0,12.84164325,0.0,33.43538025,0.0,10.84210526,0.0,0.0,0.0,23.20187978,27.13564389,11.21535881,0.0,22.47273829,12.13273414,10.04526663,10.90292493,90.39,0.0,11.90265904,24.5242601,19.0305522,0.80765936,-2.167080884,3.050256047,-0.092750299,0.0,0.0,0,0,0,1,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0.808629843
RAF265 (BRD:BRD-K93123848-001-04-1),0.1599252205667641,1,3.448846856,1.356421686,1569.700104,26.37166824,18.81574247,18.81574247,17.46949626,10.64482882,10.64482882,7.967143358,7.967143358,5.411601349,5.411601349,3.562214868,3.562214868,23.60997652,26.34249029,0.0,11.51833249,34.84829351,17.64943485,30.46231185,29.81387284,0.0,25.25270269,4.736862954,0.864864865,1.594594595,2.27027027,0.125,-4.55,37,502.293,205690578.5,24.15799769,8.835175439,5.056006781,204.3230327,12.85301115,12.85301115,0.058392917,-4.557853374,6.9319,122.3354,518.421,2,7,0,0,0,0,2,3,5,0,0,6,2,13,3,5,0,0,0,0,190,19.60472973,22.88687966,5.824404498,5.948339281,0.0,12.35259703,4.983978521,9.967957042,26.34249029,0.0,0.0,42.46456948,31.06463597,22.7936965,5.768652644,5,31.07935324,22.66912699,0.0,24.50301373,7.047671983,12.35259703,5.316788604,78.24837025,23.01735616,12.18918919,10.05365156,37.97821584,11.49902367,0.0,24.50301373,19.40026902,0.0,11.25737949,66.99099076,0.0,22.55173393,80.65,84.54289127,0.0,14.46132974,2.992560388,0.124646115,1.056414925,12.65377612,-6.910971518,0.0,1.746019623,0,0,0,5,1,0,0,0,0,0,0,4,2,0,0,0,0,1,6,0,0,2,1,2,1,0,1,6,2,0,0,0,0,1,0,0,0,0.246730783
SB-747651A (BRD:BRD-K49597925-300-01-9),0.1683959413782834,1,3.232007515,1.700021569,864.2722587,17.22540387,14.19635803,14.19635803,12.27518825,8.631932167,8.631932167,6.24927042,6.24927042,4.68819236,4.68819236,3.407386388,3.407386388,0.0,0.0,0.0,5.817862778,17.56017332,55.6175218,0.0,6.196843572,6.196843572,42.40569761,10.36270641,1.32,2.16,2.88,0.5,-2.52,25,320.231,1086135.517,15.97592502,6.769935365,2.959542148,144.5182484,5.857655773,5.857655773,0.242912895,0.242912895,0.925,93.6378,342.407,4,9,0,1,1,0,0,3,3,0,0,9,3,9,4,5,0,1,1,0,132,20.93434433,5.516700718,17.33619527,0.0,0.0,0.0,4.983978521,9.613017458,0.0,0.0,0.0,43.16821977,30.8916487,11.71354429,4.326239191,4,4.629038937,16.85126421,0.0,35.48196041,0.0,38.89673409,18.82318029,17.95713863,11.51833249,15.88,16.36724469,5.817862778,0.0,0.0,43.97973684,13.08951281,0.0,25.32883194,17.02272608,0.0,22.55173393,119.71,6.829681581,0.0,9.012583223,14.59393958,9.317996061,0.902511398,0.531814216,5.951222274,5.693585002,0.0,0,0,1,5,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.62611124
INDISULAM (BRD:BRD-K17610631-001-03-3),0.1685806506676861,1,2.89041541,1.988560493,1120.540877,17.53516943,12.02360664,14.41252875,11.18248854,6.596458009,10.00390521,4.986659107,8.637684533,3.371877731,5.995227882,2.217331992,4.0166688,20.04658231,16.83559397,0.0,9.790966951,21.61294452,12.13273414,12.13273414,24.39594478,0.0,9.706073385,16.73991363,0.958333333,1.583333333,2.208333333,0.0,-2.07,24,373.758,236771.2687,16.77612646,5.778540219,3.108806338,143.0938932,12.4743665,12.4743665,0.09300359,-3.906509826,2.2695,91.9324,385.854,4,7,0,0,0,0,2,1,3,0,0,4,3,10,1,4,0,0,0,0,126,4.983978521,0.0,0.0,10.02329115,10.02329115,0.0,4.722094864,21.97456771,0.0,0.0,23.73367403,30.33183534,11.58306779,26.01768726,4.03923006,3,16.83559397,48.2378334,0.0,4.983978521,5.138973738,9.790966951,4.722094864,53.68404636,0.0,12.41666667,9.861068602,5.687386275,0.0,11.60093989,21.81957249,20.04658231,0.0,0.0,58.45238,5.022633314,10.90292493,122.12,49.85887566,6.015741935,2.644828985,6.151927655,0.876994481,0.0,9.627056339,1.560439689,0.0,-7.791420298,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,2,0,0,0.637019642
NIRAPARIB (BRD:BRD-K54955827-001-02-2),0.1691643806704974,1,3.063543443,1.670030225,876.0231087,16.51829709,13.4046053,13.4046053,11.72034669,8.314549537,8.314549537,6.316135189,6.316135189,4.727706532,4.727706532,3.412156036,3.412156036,5.907179729,4.794537184,0.0,0.0,16.99805826,24.1631233,18.40509474,10.74817,18.32957771,34.68093869,5.733667477,1.208333333,2.041666667,2.75,0.263157895,-2.66,24,300.236,618002.4917,14.90236391,6.091591861,2.672125442,140.0124918,11.54742992,11.54742992,0.452781095,-0.452781095,2.5914,94.4326,320.396,3,5,0,1,1,1,2,1,3,1,0,4,2,5,2,3,0,1,1,0,122,11.05045608,5.516700718,0.0,0.0,5.907179729,0.0,4.794537184,4.681802935,5.098681808,0.0,24.26546827,49.0668584,18.12782419,11.25083777,3.782463279,4,4.794537184,16.81010466,0.0,15.09727335,5.733667477,18.75954929,13.08951281,59.78831603,5.687386275,17.91666667,11.05045608,0.0,0.0,0.0,28.77717728,0.0,0.0,34.68098946,48.66141305,0.0,16.59031121,72.94,1.805562484,0.0,11.54742992,8.911801747,8.877160686,0.136068841,13.99042264,4.394618974,2.170268038,0.0,0,0,0,2,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.778873601
GENIPIN (BRD:BRD-K28824103-001-02-8),0.169550566804993,1,2.729731889,2.256060095,357.3864229,11.7067423,8.920136971,8.920136971,7.68507051,5.103744934,5.103744934,3.896552277,3.896552277,3.140406285,3.140406285,2.324080079,2.324080079,12.25933202,9.901064579,0.0,18.44269406,17.56703068,0.0,13.37187799,0.0,6.076020107,4.736862954,9.843390349,1.6875,2.4375,3.0625,0.545454545,-1.33,16,212.116,6215.599512,11.16423964,4.269909832,1.616665081,92.97488386,11.47337065,11.47337065,0.12892928,-1.000642479,-0.0533,53.9566,226.228,2,5,1,1,2,0,0,0,0,3,0,5,2,5,1,2,0,0,0,0,88,19.6867807,0.0,0.0,6.290026729,0.0,5.969305288,0.0,4.794537184,0.0,0.0,6.076020107,11.99392615,5.917906046,31.46977053,2.979393538,2,24.48131788,5.969305288,0.0,0.0,11.83581209,12.71084835,13.71667951,23.48430962,0.0,32.3125,0.0,0.0,0.0,0.0,36.18906631,14.26826309,11.83581209,6.420821623,23.48430962,0.0,0.0,75.99,9.647631567,0.0,11.47337065,18.81646345,1.129169501,-0.947277967,0.0,2.705456349,-0.12892928,1.304115725,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0.509599621
BAICALEIN (BRD:BRD-K72327355-001-14-7),0.1743053730997702,1,2.448692816,2.337392885,804.6541223,14.2756564,10.19958925,10.19958925,9.5753874,5.84857697,5.84857697,4.308475916,4.308475916,3.001144944,3.001144944,2.023305476,2.023305476,16.92781406,20.11411937,0.0,17.07321074,11.32369891,6.066367068,6.066367068,24.26546827,6.066367068,0.0,4.417150937,0.85,1.5,2.2,0.0,-2.95,20,260.16,42910.89291,12.10276211,4.307802294,1.763042678,112.8736566,11.78771699,11.78771699,0.003845427,-0.87420215,2.5284,72.0304,270.24,3,5,1,1,2,0,1,0,1,0,0,5,3,5,1,1,0,0,0,0,100,19.73673312,22.83345816,5.749511833,11.17830223,0.0,0.0,4.794537184,0.0,0.0,0.0,30.33183534,0.0,17.69618563,0.0,2.606815318,3,19.73673312,0.0,0.0,0.0,0.0,0.0,0.0,52.68789706,39.89593332,10.8,5.428790392,0.0,17.2485355,0.0,15.31958218,0.0,0.0,0.0,51.6762576,0.0,22.64739782,90.9,5.514212963,0.0,11.78771699,28.81543613,-0.328188356,-1.36021416,11.40436976,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0.590935671
COH29 (BRD:BRD-K00003307-001-01-9),0.1763263587378364,1,3.161151654,1.73875716,1237.768923,21.2503479,15.40341752,16.2199141,14.41872399,8.840764568,9.657261149,6.423885576,7.422956343,4.370056921,5.389930823,2.859135598,3.847247295,11.65669156,25.22064676,0.0,22.81198699,16.38893797,16.50696575,35.60225415,6.066367068,30.33183534,10.30076712,0.0,0.766666667,1.433333333,2.1,0.0,-4.04,30,404.318,8120201.988,19.28398278,7.764073947,3.759878644,174.7159584,12.55970332,12.55970332,0.15795276,-0.501143498,4.5518,114.0404,420.446,5,7,0,0,0,1,3,1,4,0,0,7,5,8,1,4,0,0,0,0,150,20.42610958,0.0,28.12960581,0.0,5.907179729,0.0,10.11132579,4.983978521,0.0,0.0,41.66862122,41.9616539,11.12690298,10.57107519,4.990742278,4,25.22064676,22.37552409,0.0,4.983978521,0.0,0.0,5.316788604,72.29348924,44.69602551,10.66666667,5.316788604,5.13155848,22.99804733,11.33678588,31.31726783,0.0,0.0,10.35798868,66.73003775,0.0,21.69797817,122.91,0.0,1.248767295,17.84281914,41.53955391,2.138392482,-1.728756404,17.62589025,0.0,0.0,0.0,0,0,0,1,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,4,4,0,0,1,0,0.308709285
SGI-1027 (BRD:BRD-K61228301-001-01-2),0.1792455008978885,1,2.852217372,1.226574739,1473.582908,24.20009537,18.98749338,18.98749338,17.03000978,11.03847557,11.03847557,7.98725123,7.98725123,5.361826272,5.361826272,3.70887751,3.70887751,0.0,4.794537184,0.0,11.85551901,17.06870054,33.65901175,0.0,18.32957771,79.72014202,30.90230137,5.733667477,0.8,1.485714286,2.257142857,0.037037037,-4.98,35,438.345,110818912.9,21.84423729,9.48171847,5.169359761,201.8241778,12.72317257,12.72317257,0.189056615,-0.189056615,5.65492,140.327,461.529,5,8,0,0,0,1,3,2,5,0,0,7,4,8,2,6,0,0,0,0,172,21.68403329,5.817862778,0.0,5.948339281,5.907179729,0.0,9.778515705,4.983978521,4.983978521,0.0,18.19910121,67.58740788,51.65635944,5.516700718,5.917740234,5,4.794537184,51.32585182,0.0,14.95193556,0.0,6.9237372,21.68403329,102.383362,0.0,10.65714286,21.68403329,34.51574716,0.0,0.0,20.85911529,0.0,6.9237372,16.05191667,91.12598253,0.0,10.90292493,117.85,0.0,0.0,25.33749316,10.53567135,11.30623691,0.636849033,26.38920134,1.775136819,1.852744715,0.0,0,0,1,3,0,0,0,0,1,1,0,3,3,1,0,0,0,0,0,0,1,6,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0.257817131
