Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_pyridine,fr_sulfide,fr_thiophene,fr_unbrch_alkane,qed
VEMURAFENIB (BRD:BRD-K56343971-001-10-6),-0.1365481138046781,0,3.192655005,1.777940463,1468.590752,23.7503479,17.32446616,18.89689169,15.69750908,9.961542417,11.99177212,7.363390059,9.641694027,5.009760232,6.738359753,3.452862267,4.711078727,38.69181555,17.60274922,4.390415048,11.3163051,28.04030786,17.69618563,6.196843572,43.45241611,0.0,14.69005191,11.60093989,1.121212121,1.848484848,2.545454545,0.130434783,-3.3,33,471.787,25694615.18,22.87835199,8.915150055,4.598887138,193.2223301,15.10238934,15.10238934,0.000297348,-3.839656043,5.5442,124.0307,489.931,2,6,0,0,0,0,2,2,4,0,0,4,2,10,2,7,0,0,0,170,4.983978521,11.46439806,5.817220841,15.8065361,0.0,0.0,9.516632049,22.1826056,0.0,0.0,30.65741123,42.31610846,33.92944765,17.00369137,6.180725485,4,21.99316426,44.1282637,0.0,9.967957042,0.0,13.34455882,10.47494847,82.6422346,11.12690298,11.63636364,4.722094864,14.46821637,0.0,11.60093989,29.92185258,10.02329115,11.63444168,29.26599899,54.85825662,5.022633314,22.16030442,91.92,55.81082308,5.932253151,20.29041966,0.924914749,0.473889852,-3.56934956,10.46296239,3.223514896,1.651338937,-3.839656043,0,0,0,0,0,2,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333090633
GSK2330672 (BRD:BRD-K05858796-001-01-7),-0.1360923732376657,0,2.969648435,2.118673216,1217.263288,27.92407448,22.19692361,23.01342019,18.03597291,12.96963549,14.62190072,9.959986854,11.91798415,7.217537538,9.173837605,5.149114911,7.321600194,33.35662979,28.21992614,0.0,36.07657756,29.71805806,18.40509474,7.109797541,12.13273414,37.25557254,17.55731441,4.736862954,1.131578947,1.789473684,2.342105263,0.5,-2.95,38,508.382,152881397.6,29.6036888,12.73117967,7.120330717,224.0719197,13.93184607,13.93184607,0.048924224,-3.727650581,3.9081,144.1478,546.686,4,9,0,1,1,0,2,0,2,2,0,7,4,10,1,13,0,0,0,208,20.26670635,5.749511833,9.837253136,0.0,0.0,11.93861058,14.90586297,8.417796984,0.0,0.0,57.02095299,36.10128037,23.68897398,36.6416187,9.918154766,3,32.9567891,21.77586371,0.0,10.63357721,0.0,81.43525093,12.86265115,59.15492395,5.749511833,20.47368421,15.37044016,0.0,5.749511833,0.0,55.01287958,25.97108391,0.0,75.10459944,47.36005295,0.0,0.0,142.03,33.51075563,0.0,22.66862531,25.05511726,1.431450428,-1.858086837,11.84564775,2.433624862,4.149496053,-2.23663045,2,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.294095042
DCEBIO (BRD:BRD-K89299012-001-06-0),-0.1355735759861956,0,2.416670455,2.893228027,541.4709097,10.29252874,7.473198152,8.985056044,6.630228955,4.207337299,4.963266245,2.957877437,3.77227769,2.13238934,2.854539407,1.465807237,1.787374604,0.0,4.794537184,0.0,5.689743398,22.10672375,5.516700718,0.0,16.69983378,6.9237372,4.983978521,23.20187978,1.357142857,2.0,2.642857143,0.222222222,-0.93,14,223.018,1868.086262,9.618380041,3.331757934,1.328362168,90.24978632,11.41351568,11.41351568,0.138117284,-0.138117284,2.6563,58.2527,231.082,1,3,0,0,0,0,1,1,2,0,0,2,1,5,1,1,0,0,0,74,4.983978521,0.0,0.0,0.0,0.0,5.689743398,4.567099648,4.794537184,0.0,0.0,23.20187978,19.05647134,6.544756406,21.07866806,2.289008144,2,0.0,34.23528122,0.0,9.551078169,0.0,13.46849361,0.0,32.66228135,0.0,11.07142857,5.689743398,0.0,0.0,23.20187978,9.551078169,6.544756406,0.0,6.9237372,16.92727132,10.04526663,11.03340144,37.79,1.60867284,11.69385157,14.12385519,0.90651518,1.360169753,0.0,3.354567901,0.0,2.507923123,0.0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804313311
CHLORIDINE (BRD:BRD-K88429204-001-35-1),-0.1340271444996527,0,2.295831446,2.613511657,536.9470467,12.41384908,9.44360006,10.19952901,8.113392203,5.292787074,5.670751547,3.649186491,4.085622272,2.497017951,2.748994267,1.733205455,1.859193613,0.0,0.0,0.0,5.948339281,10.84049609,23.2416526,0.0,0.0,31.18920547,9.967957042,23.06827484,1.117647059,1.764705882,2.352941176,0.166666667,-1.81,17,235.613,7328.293977,11.66887177,4.590610961,2.313468447,104.6407251,5.903753307,5.903753307,0.205614379,0.205614379,2.5238,70.6808,248.717,4,4,0,0,0,0,1,1,2,0,0,4,2,5,1,2,0,0,0,88,11.46733495,5.817862778,0.0,5.948339281,0.0,0.0,0.0,4.983978521,4.983978521,0.0,30.65741123,24.11700725,10.58608481,5.693927995,3.151014743,2,0.0,23.36714195,0.0,9.967957042,0.0,13.34455882,11.46733495,34.98202958,11.12690298,10.47058824,11.46733495,11.76620206,0.0,11.60093989,9.967957042,6.420821623,0.0,12.61766519,24.26546827,5.022633314,11.12690298,77.82,0.0,5.855308651,8.197384732,0.682160441,14.11098802,0.605311092,7.414411061,0.744920399,2.000626715,0.0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856137149
SETIPIPRANT (BRD:BRD-K24497734-001-01-6),-0.132103249063756,0,3.042938495,1.575518906,1319.782953,20.82769817,16.13803166,16.13803166,14.52487714,9.810402265,9.810402265,7.570018777,7.570018777,5.816811384,5.816811384,4.493614267,4.493614267,5.969305288,19.08601681,0.0,18.26915698,35.97671086,22.02982792,12.13273414,15.53337645,42.46456948,0.0,0.0,1.0,1.8,2.633333333,0.166666667,-3.67,30,383.273,10655731.59,18.36438623,6.985456736,2.921153358,171.4974269,13.96747254,13.96747254,0.075937369,-0.950660778,4.2167,111.9243,402.425,1,5,0,1,1,1,3,1,4,0,0,3,1,6,2,3,0,0,0,150,14.57353677,12.36197725,0.0,0.0,5.907179729,5.969305288,9.589074368,4.390415048,0.0,0.0,36.39820241,35.0379167,47.23409035,0.0,4.27612085,5,19.08601681,33.55185838,0.0,9.467009379,0.0,19.51033443,6.544756406,83.3017225,0.0,13.56666667,0.0,4.390415048,0.0,0.0,32.9947782,24.30487162,5.817220841,21.61536816,60.66367068,0.0,21.67537336,62.54,15.69581727,0.0,26.51117832,11.8985503,3.005389837,-1.405969994,17.82123335,0.523232631,0.617234956,0.0,1,0,0,0,0,1,0,0,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558246257
MANITIMUS (BRD:BRD-K00004729-001-01-9),-0.131568390229321,0,2.450434037,2.771016263,636.7270103,16.75071238,11.27591877,11.27591877,10.29024223,6.131976322,6.131976322,4.296909243,4.296909243,2.708765027,2.708765027,1.573517072,1.573517072,29.34808073,22.76031951,0.0,18.52902952,0.0,24.26546827,0.0,6.069221313,0.0,11.23722292,11.68524145,1.272727273,1.863636364,2.318181818,0.266666667,-2.8,22,297.171,48244.14531,17.25208333,7.277638408,4.637130178,124.4771998,12.39792023,12.39792023,0.058333202,-4.483216449,2.76618,72.2507,308.259,1,4,0,0,0,1,1,0,1,1,0,3,1,7,0,5,0,0,0,114,5.316788604,0.0,11.70115099,5.907179729,0.0,6.176298517,9.589074368,0.0,18.4331367,12.34378421,0.0,24.26546827,18.52902952,11.6326728,5.707019286,1,22.76031951,17.37781095,5.261891555,0.0,5.917906046,19.01794176,5.316788604,29.82891977,18.41300553,11.86363636,5.316788604,18.85863142,0.0,0.0,11.69042468,15.76537289,29.59280313,18.40509474,24.26546827,0.0,0.0,69.96,37.19376068,0.0,23.42456792,11.09056248,-0.809788339,-0.860858373,5.219366169,0.492389457,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,3,0,1,0,1,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.671433224
LM-22A4 (BRD:BRD-K70404782-001-01-6),-0.1310748474802257,0,2.609555951,3.105355419,497.3003536,17.94938299,13.04107715,13.04107715,11.52760577,7.353766713,7.353766713,4.737561021,4.737561021,2.911660385,2.911660385,1.835358214,1.835358214,17.72153919,14.38361155,0.0,56.14526959,0.0,0.0,18.19910121,0.0,0.0,15.95036581,15.31958218,0.625,0.875,1.083333333,0.4,-2.49,24,318.18,175544.8288,19.55649,10.31570748,5.952799448,138.2327363,12.01565649,12.01565649,0.033543588,-0.544382979,-2.1471,84.699,339.348,6,9,0,0,0,3,1,0,1,0,0,6,6,9,0,9,0,0,0,132,31.269948,0.0,0.0,0.0,17.72153919,0.0,14.38361155,0.0,0.0,0.0,0.0,18.19910121,36.32462369,19.82064589,8.405792924,1,29.70319374,17.72153919,0.0,15.95036581,0.0,0.0,39.45491511,34.88945568,0.0,10.125,15.95036581,0.0,0.0,0.0,72.49603648,0.0,0.0,31.07396603,18.19910121,0.0,0.0,147.99,0.0,0.0,36.04696948,33.55957033,0.234019274,-1.633148936,3.923327901,0.0,-0.630738049,0.0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302230647
INDIRUBIN (BRD:BRD-K17894950-001-14-3),-0.1309171267428023,0,2.959753286,1.940469984,805.629101,13.68986997,10.43529873,10.43529873,9.754020195,6.312948829,6.312948829,4.749415854,4.749415854,3.580086571,3.580086571,2.657702769,2.657702769,0.0,9.589074368,0.0,11.69042468,16.83359533,16.93822404,0.0,6.066367068,42.46456948,10.63357721,0.0,0.7,1.3,2.0,0.0,-2.88,20,252.188,84370.72717,10.98949871,3.80530475,1.357721268,114.669769,12.43873441,12.43873441,0.136617536,-0.240873961,2.6582,76.3869,262.268,2,4,0,2,2,1,2,0,2,0,0,3,2,4,2,0,0,0,0,96,10.63357721,5.697039313,0.0,5.783244946,5.907179729,0.0,9.589074368,0.0,0.0,0.0,30.33183534,18.19910121,22.50167553,5.57310453,2.090919582,4,9.589074368,28.63830176,0.0,0.0,0.0,0.0,10.63357721,65.35487884,0.0,19.4,10.63357721,11.37477255,0.0,0.0,11.69042468,4.794537184,0.0,15.92144017,54.22797586,0.0,5.57310453,58.2,0.0,0.0,24.59239938,5.849385393,3.631041194,-0.377491497,14.63799887,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.717511414
D-3263 (BRD:BRD-K00003205-003-01-9),-0.1302285067067492,0,2.919118458,2.132337058,880.6595541,19.71481399,16.77350812,16.77350812,12.88344781,9.921550414,9.921550414,8.183768806,8.183768806,6.048993069,6.048993069,4.572478237,4.572478237,0.0,9.589074368,0.0,17.51482917,47.62614422,19.26246487,4.567099648,29.87599839,0.0,20.7712116,10.47053043,1.296296296,2.037037037,2.666666667,0.619047619,-2.08,27,342.249,1189482.389,19.67525082,7.885138694,3.547419035,159.8416576,13.55414785,13.55414785,0.072973828,-0.296818783,3.1189,107.2639,373.497,2,6,1,0,1,0,1,1,2,3,0,6,1,6,1,5,1,0,1,148,10.47053043,5.749511833,0.0,5.907179729,0.0,5.689743398,9.361636832,9.361636832,0.0,0.0,27.19203322,42.72809552,25.07378593,18.14319898,5.746003022,3,9.531400138,16.94058116,0.0,9.134199296,29.40529166,46.57843287,13.65455395,28.68338179,5.749511833,23.11111111,16.16027383,0.0,5.749511833,0.0,28.69593297,6.544756406,23.67162418,44.82821365,22.99363839,0.0,11.03340144,79.25,8.27030295,0.0,26.682968,0.0,6.753377606,1.693902585,5.401269763,3.028520662,7.24769173,1.588633369,0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873237383
GTP-14564 (BRD:BRD-K16664969-001-03-3),-0.1299908903180339,0,2.97968669,2.08351926,827.336885,11.94938299,9.551614309,9.551614309,8.93265299,5.843495758,5.843495758,4.240584635,4.240584635,3.138311235,3.138311235,2.27535206,2.27535206,0.0,0.0,0.0,0.0,0.0,33.3263447,0.0,0.0,54.59730362,10.19736362,4.417150937,0.888888889,1.666666667,2.555555556,0.0,-2.55,18,224.178,40726.35768,9.47701214,3.469187063,1.213422147,103.0434176,5.884223356,5.884223356,0.821666667,0.821666667,3.9761,71.3017,234.258,1,3,0,0,0,0,2,2,4,0,0,2,1,3,2,1,0,0,0,86,4.417150937,16.79364885,5.583020142,0.0,0.0,0.0,5.098681808,0.0,5.098681808,0.0,42.46456948,12.13273414,10.94967571,0.0,1.826529328,4,4.417150937,22.06896522,0.0,10.19736362,0.0,0.0,0.0,54.59730362,11.25737949,11.33333333,0.0,0.0,0.0,0.0,10.19736362,0.0,0.0,0.0,59.01445455,0.0,33.3263447,41.82,5.884223356,0.0,0.0,8.469992914,4.605453987,0.0,18.04032974,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.540972208
AMG-232 (BRD:BRD-K64925568-001-01-8),-0.1296415120427071,0,2.790278948,2.304791029,1245.473751,27.70637782,21.81847143,24.14682591,17.15822739,12.43084404,14.90219444,10.8952558,14.36999053,7.379969548,10.1096469,5.269278029,7.000424267,38.55516858,23.11339875,0.0,36.33748867,10.04526663,11.12690298,0.0,43.87022254,44.17930974,0.0,23.20187978,1.054054054,1.675675676,2.189189189,0.5,-2.09,37,533.283,62196389.21,29.46573902,11.3398258,6.495419454,229.4307825,14.29448425,14.29448425,0.208829085,-3.529113087,6.3794,147.7576,568.563,1,6,0,1,1,1,2,0,2,4,0,4,1,9,1,9,0,1,1,202,10.00643713,0.0,9.837253136,5.907179729,0.0,5.969305288,9.589074368,8.417796984,0.0,0.0,68.23855965,61.57857333,22.0050135,28.88044456,9.030712098,3,23.11339875,44.91561793,0.0,4.899909731,11.33289652,70.71185498,5.752853607,69.70310616,0.0,23.48648649,0.0,0.0,0.0,23.20187978,47.34535159,19.4263275,11.33289652,70.5469791,48.53093655,10.04526663,0.0,91.75,26.30131444,12.54737524,27.88374808,10.20359192,0.416394396,-2.193981148,13.3122507,-0.098713178,8.712688191,-3.529113087,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.379187756
ICLAPRIM (BRD:BRD-K00003415-001-01-9),-0.1289953153331449,0,3.478667321,1.781594831,877.5733342,18.25878407,14.85929456,14.85929456,12.60088675,8.59924473,8.59924473,6.608468581,6.608468581,4.840650706,4.840650706,3.292678466,3.292678466,0.0,0.0,0.0,12.05230567,29.65561411,22.43986631,12.84164325,20.41643865,6.066367068,22.11999726,25.67792382,1.192307692,2.0,2.653846154,0.368421053,-2.96,26,332.234,1824060.082,16.50531037,6.40152496,2.893413405,151.5314241,6.27379753,6.27379753,0.084520862,0.084520862,2.4332,99.3828,354.41,4,7,1,1,2,0,1,1,2,1,0,7,2,7,2,5,1,0,1,136,25.67792382,11.92182917,11.49902367,11.69785111,0.0,0.0,0.0,4.983978521,4.983978521,0.0,6.076020107,36.46538796,23.74456818,14.21959508,4.063813704,4,14.21058886,17.84222217,0.0,9.967957042,5.917906046,25.36643126,25.68693004,35.02958522,17.2485355,18.15384615,25.67792382,11.76620206,17.2485355,0.0,30.29151851,6.420821623,5.917906046,29.53199772,18.33923075,0.0,6.076020107,105.51,17.38156877,0.0,8.090337176,0.0,14.36930207,3.077396954,1.9430702,8.899066941,0.0,3.239257883,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849204995
AMG-925 (BRD:BRD-K97452254-001-01-3),-0.1283256163595197,0,3.217802286,1.325682225,1407.867422,23.94058234,19.81439986,19.81439986,17.10168809,12.35550333,12.35550333,9.758130321,9.758130321,7.473138655,7.473138655,5.510142574,5.510142574,6.606881965,4.794537184,0.0,5.907179729,37.31837732,51.95325515,12.84164325,4.899909731,36.78963192,26.77558249,15.07448444,1.114285714,1.971428571,2.8,0.423076923,-3.59,35,442.333,183023548.5,21.91085974,8.884827848,3.992233916,202.782645,11.83511662,11.83511662,0.252253415,-0.463392942,3.7463,133.2245,471.565,2,9,1,1,2,1,0,4,4,0,0,8,2,9,5,4,1,0,1,180,19.89032538,18.07192196,0.0,11.85551901,0.0,0.0,9.778515705,9.967957042,4.983978521,0.0,12.99010427,49.29737817,54.41223883,11.71354429,5.56212048,6,9.901064579,39.60970816,0.0,29.40292346,5.917906046,51.61444255,18.46842697,48.04701141,0.0,20.22857143,5.316788604,11.76620206,0.0,0.0,53.56826896,17.76011521,5.917906046,49.90624401,36.78963192,0.0,21.93632637,109.06,2.364534335,0.0,32.21430449,14.60692288,3.997467383,1.713609597,6.322816459,11.04977409,2.897237435,0.0,0,1,1,0,0,5,0,0,0,0,1,1,6,1,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.466542356
WDR5-0103 (BRD:BRD-K47726410-001-01-2),-0.1272882093446308,0,2.734854814,1.909256841,860.4792418,20.09564736,16.39729936,16.39729936,13.51157035,9.128125696,9.128125696,6.699913965,6.699913965,4.841742216,4.841742216,3.162882894,3.162882894,5.969305288,9.589074368,0.0,5.907179729,22.56380109,31.8664119,7.109797541,43.50799995,6.066367068,22.16428005,9.473725908,0.964285714,1.714285714,2.392857143,0.333333333,-3.06,28,358.248,2219203.409,19.69470856,8.752181596,4.427612287,164.3868094,12.81039722,12.81039722,0.267321009,-0.44277146,2.4859,108.4387,383.448,1,7,0,1,1,1,2,0,2,0,0,6,1,7,1,5,0,1,1,148,24.59033397,5.749511833,0.0,0.0,5.907179729,5.969305288,4.794537184,4.794537184,0.0,0.0,6.066367068,43.44587439,31.74247712,31.15781912,6.156130921,3,19.06280028,23.25125757,0.0,4.899909731,0.0,0.0,57.66299102,53.59147246,5.749511833,14.46428571,14.95356129,11.37477255,5.749511833,0.0,64.22268744,4.736862954,0.0,20.71597735,42.46456948,0.0,0.0,71.11,10.01736648,0.0,29.2424923,2.948471041,2.338648589,-0.103377054,12.18837884,0.0,3.551834971,4.982851509,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,1,0,2,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800226813
TRIAMTERENE (BRD:BRD-K92049597-001-20-8),-0.1270832783639468,0,2.38407977,2.30783167,754.8677985,13.40541292,9.907656536,9.907656536,9.147867046,5.565563388,5.565563388,3.962739104,3.962739104,2.649682376,2.649682376,1.807167259,1.807167259,0.0,0.0,0.0,17.58406484,16.85780593,5.563451492,0.0,0.0,30.33183534,19.93591408,17.20100243,0.736842105,1.473684211,2.210526316,0.0,-2.96,19,242.181,27245.26362,11.14877036,4.054792899,1.864065047,108.0684259,5.903168934,5.903168934,0.047371399,0.047371399,0.8334,73.8012,253.269,6,7,0,0,0,0,1,2,3,0,0,7,3,7,2,1,0,0,0,94,17.20100243,5.693927995,22.79960349,5.948339281,0.0,0.0,0.0,9.967957042,9.967957042,0.0,30.33183534,0.0,5.563451492,0.0,2.379260784,3,0.0,28.74794278,0.0,19.93591408,0.0,0.0,17.20100243,30.33183534,11.25737949,10.73684211,17.20100243,17.58406484,0.0,0.0,19.93591408,0.0,0.0,0.0,30.33183534,0.0,22.42125742,129.62,0.0,0.0,16.40289809,0.0,19.28228809,0.508835401,9.47264509,0.0,0.0,0.0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585179106
SB-590885 (BRD:BRD-K78809024-001-05-7),-0.125634813899027,0,3.488374167,1.50076419,1310.867198,23.49298858,19.32359635,19.32359635,16.61852484,11.3511972,11.3511972,8.639640979,8.639640979,6.049224682,6.049224682,4.221829467,4.221829467,0.0,5.207253025,0.0,0.0,6.606881965,70.31366294,5.563451492,12.39368714,56.55991344,32.15631364,9.720841475,0.970588235,1.735294118,2.470588235,0.222222222,-3.97,34,426.33,102324674.8,21.85372661,9.487885716,4.425009906,198.3168794,9.267642164,9.267642164,0.643323812,0.643323812,4.8706,133.3842,453.546,2,7,1,0,1,0,2,2,4,0,0,6,2,7,2,7,0,0,0,172,19.82800423,18.1807983,0.0,0.0,0.0,0.0,4.983978521,4.983978521,0.0,0.0,17.28844686,74.96500818,41.19224952,17.09954099,6.09840178,5,9.944115979,5.711685003,0.0,19.85184529,5.155712727,12.84164325,27.24698234,78.11789374,39.6521268,14.02941176,4.736862954,0.0,5.749511833,0.0,58.01776566,6.420821623,0.0,17.54772461,72.14670349,0.0,33.90261496,86.63,5.829126095,0.0,14.76987424,12.7189669,7.789743302,1.63099324,18.18631327,5.17376018,1.509412882,4.058476554,0,0,0,0,0,3,1,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.307944959
AC1NDSS5 (BRD:BRD-K10226125-245-01-5),-0.1248257229417606,0,2.829419634,2.11282686,586.41426,23.98707061,22.17628157,22.99277815,16.23991207,14.17706845,15.74001728,9.420978027,11.66289957,6.388225037,9.048751456,4.488615857,6.911348004,0.0,4.794537184,0.0,16.86428604,6.606881965,5.563451492,125.5551583,0.0,19.05647134,25.98020854,4.736862954,0.636363636,1.121212121,1.606060606,0.766666667,-0.96,33,424.395,17722876.26,30.07121099,21.56512623,14.81117529,208.5562346,12.37986964,12.37986964,0.158174992,-0.158632586,9.512,147.6005,477.819,0,2,0,0,0,0,1,0,1,1,0,2,0,3,0,22,0,0,0,190,4.736862954,17.06915871,4.895483476,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,115.8717113,38.31893621,10.89498075,6.606881965,19.65119578,1,9.531400138,16.86428604,0.0,0.0,0.0,134.8206627,18.11258918,29.82891977,0.0,12.09090909,0.0,0.0,0.0,0.0,24.08189447,15.6318437,0.0,140.2831679,29.16095175,0.0,0.0,26.3,5.297342491,0.0,13.60094315,0.0,0.784839251,2.228134389,8.118357341,23.67688271,6.8575479,0.158174992,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.094353468
ZOTEPINE (BRD:BRD-K64557645-001-02-4),-0.1238390968222254,0,2.635237346,2.000498137,711.9833859,15.52673326,12.67469037,14.24711589,10.63103029,7.193419174,8.387880228,5.440695494,6.960908231,3.42865662,4.831361118,2.271521223,3.477531836,0.0,0.0,0.0,0.0,6.606881965,22.89000608,15.35441844,11.76188495,26.2280781,41.30776518,16.33780284,1.090909091,1.909090909,2.727272727,0.222222222,-1.42,22,313.724,121613.5683,15.47472251,6.777661197,3.487059563,140.282471,6.190768272,6.190768272,0.650416903,0.650416903,4.8809,94.394,331.868,0,2,0,1,1,0,2,0,2,0,0,3,0,4,1,4,0,0,0,114,9.636772685,12.36604684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.56192605,50.00028384,26.92180816,0.0,4.767383014,3,4.736862954,35.19800982,0.0,4.899909731,0.0,9.790966951,27.24698234,58.61410578,0.0,13.18181818,0.0,0.0,0.0,23.36282484,32.14689207,4.736862954,0.0,11.12690298,52.25553643,5.022633314,11.83518498,12.47,6.059562862,7.945172588,4.515271593,0.729088614,2.242714475,0.885925926,14.34309111,2.111265432,1.527429532,4.084922315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791816501
